time_s,elevator_command_deg,aileron_command_deg,rudder_command_deg,elevator_deg,aileron_deg,rudder_deg,throttle,elevator_saturated,aileron_saturated,rudder_saturated,elevator_failed,aileron_failed,rudder_failed,elevator_raw_rad,aileron_raw_rad,rudder_raw_rad,elevator_effective_rad,aileron_effective_rad,rudder_effective_rad
0.0,-20.05352282957881,3.52499999999996,10.61546129795208,-2.6999999999999997,2.114999999999976,2.6999999999999997,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.047123889803846894,0.03691371367967965,0.047123889803846894,-0.047123889803846894,0.03691371367967965,0.047123889803846894
0.03,-1.3714700012994183,-1.8383251806962788,-5.512250094977924,-1.9028820007796508,-0.25699510841777684,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.03321155619054221,-0.00448541080341,0.0,-0.03321155619054221,-0.00448541080341,0.0
0.06,-0.3493184325327354,-2.916898015771947,-6.931294447649607,-0.9707438598315016,-1.8529368528302788,-2.6999999999999997,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.01694267654757803,-0.032339848913429975,-0.047123889803846894,-0.01694267654757803,-0.032339848913429975,-0.047123889803846894
0.09,-0.9673236528400322,-3.097826738202586,-7.392148777325156,-0.9686917356366199,-2.599870784053663,-5.3999999999999995,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.016906860223717506,-0.045376305308142906,-0.09424777960769379,-0.016906860223717506,-0.045376305308142906,-0.09424777960769379
0.12,-1.9449052330721273,-2.787995253958723,-7.388103620992679,-1.554419834097924,-2.7127454659966985,-6.592862172595607,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.027129744063312797,-0.04734634015019027,-0.11506715204198001,-0.027129744063312797,-0.04734634015019027,-0.11506715204198001
0.15,-2.4137624584414246,-2.374295954897541,-7.035338314119624,-2.070025408704024,-2.5096757593372043,-6.858347857510018,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.036128758981826506,-0.04380210515792304,-0.11970075136064871,-0.036128758981826506,-0.04380210515792304,-0.11970075136064871
0.18,-2.371707328191883,-2.010201904225413,-6.520544430207846,-2.2510345603967394,-2.2099914462701293,-6.655665801128715,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.039287964655106256,-0.038571627178325116,-0.1161632821420822,-0.039287964655106256,-0.038571627178325116,-0.1161632821420822
0.21,-2.5362797896299414,-1.7379799874312132,-5.77120139981297,-2.4221816979366606,-1.9267845709667797,-6.124987160339268,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.04227504571054147,-0.03362873473999665,-0.10690119259029807,-0.04227504571054147,-0.03362873473999665,-0.10690119259029807
0.24,-2.6258970831893222,-1.4947253755041652,-4.924924242393642,-2.5444109290882575,-1.667549053689211,-5.404949409571893,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.044408348236318056,-0.029104221425392426,-0.09433416310075304,-0.044408348236318056,-0.029104221425392426,-0.09433416310075304
0.27,-2.7459714500253365,-1.2507497852450093,-4.469033705140507,-2.6653472416505046,-1.41746949262269,-4.843399986913062,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.04651908507575025,-0.024739509692839414,-0.0845332767626832,-0.04651908507575025,-0.024739509692839414,-0.0845332767626832
0.3,-2.9572462890576725,-1.1114128012688251,-3.8295282600707456,-2.8404866700948053,-1.233835477810371,-4.235076950807672,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.049575844752164304,-0.02153449151570841,-0.07391603686691581,-0.049575844752164304,-0.02153449151570841,-0.07391603686691581
0.32999999999999996,-3.175441998135227,-0.9643745907941345,-3.327042827720361,-3.0414598669190585,-1.072158945600629,-3.6902564769552852,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.05308348874500613,-0.01871270370544175,-0.06440712576591598,-0.05308348874500613,-0.01871270370544175,-0.06440712576591598
0.36,-3.204820616476942,-0.8339535228139889,-2.9857003561091386,-3.1394763166537887,-0.929235691928645,-3.267522804447597,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0547941985139927,-0.01621822235120255,-0.057029031321609386,-0.0547941985139927,-0.01621822235120255,-0.057029031321609386
0.39,-3.887796777604387,-0.7485427177218592,-2.4603983725250997,-3.588468593224148,-0.8208199074045734,-2.7832481452940985,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06263059205617046,-0.01432600995012479,-0.04857684403540754,-0.06263059205617046,-0.01432600995012479,-0.04857684403540754
0.42,-2.8115543932272233,-0.6100181134046927,-1.8133118766376313,-3.122320073225993,-0.694338831004645,-2.2012863841002184,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.05449476557890403,-0.012118498725479543,-0.038419695181869364,-0.05449476557890403,-0.012118498725479543,-0.038419695181869364
0.44999999999999996,-3.174622291390494,-0.4187732484710826,-1.3813410392867975,-3.153701404124694,-0.5289994814845075,-1.7093191772121659,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.055042473126744186,-0.009232782693247437,-0.029833247609832723,-0.055042473126744186,-0.009232782693247437,-0.029833247609832723
0.48,-3.775816040248652,-0.26067584655886505,-1.1974174195451937,-3.5269701857990685,-0.36800530052912206,-1.4021781226119825,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06155724236186989,-0.00642290415902441,-0.024472624939011846,-0.06155724236186989,-0.00642290415902441,-0.024472624939011846
0.51,-3.951554073082717,-0.18972291506585848,-0.9196160672992286,-3.7817205181692573,-0.2610358692511639,-1.11264088942433,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06600347443227958,-0.004555935384238235,-0.019419246912772716,-0.06600347443227958,-0.004555935384238235,-0.019419246912772716
0.54,-3.6978596537476083,-0.12532132122422812,-0.1778837250754445,-3.7314039995162678,-0.17960714043500242,-0.5517865908149988,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06512528551364377,-0.003134735960682633,-0.00963049277807643,-0.06512528551364377,-0.003134735960682633,-0.00963049277807643
0.57,-3.554809162400243,0.08601391077634137,0.4580076960952467,-3.6254470972466533,-0.020234509708196156,0.05408998133114849,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06327598870382514,-0.0003531588169347799,0.0009440482665708065,-0.06327598870382514,-0.0003531588169347799,0.0009440482665708065
0.6,-3.903632204276797,0.3244954833153507,1.0208894679570055,-3.7923581614647395,0.18660348610593194,0.6341696733066626,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06618913633243845,0.0032568452282480047,0.011068348815498058,-0.06618913633243845,0.0032568452282480047,0.011068348815498058
0.63,-4.163089445829089,0.54036304894613,1.8732245806754304,-4.014796932083349,0.39885922381005073,1.3776026177279235,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0700714252638216,0.006961406707434347,0.024043701463445068,-0.0700714252638216,0.006961406707434347,0.024043701463445068
0.6599999999999999,-4.063613497483783,0.8293561472630855,2.5105578762285012,-4.04408687132361,0.6571573778818716,2.0573757728282698,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07058263114127324,0.011469559947811219,0.0359079811866162,-0.07058263114127324,0.011469559947811219,0.0359079811866162
0.69,-3.9789815557057557,1.061800966729015,3.4101503853300925,-4.005023681952897,0.8999435311901577,2.8690405403293635,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06990084987042426,0.015706977701292535,0.05007420380194455,-0.06990084987042426,0.015706977701292535,0.05007420380194455
0.72,-4.038833397055804,1.3456080675511204,4.15483968948984,-4.025309511014641,1.1673422530067354,3.64052002982565,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07025490437904844,0.020373965812616208,0.06353906100525976,-0.07025490437904844,0.020373965812616208,0.06353906100525976
0.75,-3.2158486618543196,1.595949835242989,4.899228852633272,-3.5396330015184483,1.4245068023484877,4.395745323510224,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.061778250188746366,0.024862333918037202,0.0767202289743967,-0.061778250188746366,0.024862333918037202,0.0767202289743967
0.78,-5.036405611386021,1.8208132104732588,5.700586681605907,-4.4376965674389925,1.6622906472233505,5.178650138367634,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.077452416306261,0.029012444919155,0.09038449572337513,-0.077452416306261,0.029012444919155,0.09038449572337513
0.8099999999999999,-4.201268501010074,2.091206230928357,6.398496798568764,-4.295839727581641,1.9196399974463547,5.910558134488312,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0749765473842759,0.03350403840841443,0.10315870007735485,-0.0749765473842759,0.03350403840841443,0.10315870007735485
0.84,-3.7238903130482406,2.3079125093099564,7.076390242272911,-3.9526700788616007,2.1526035045645155,6.610057399159071,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.06898710712119885,0.037570018644619584,0.11536726536113885,-0.06898710712119885,0.037570018644619584,0.11536726536113885
0.87,-4.223130679812562,2.4921493711251657,7.902659520768102,-4.1149464394321775,2.3563310245009057,7.38561867212449,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07181936391130891,0.04112573464443198,0.1289033631253439,-0.07181936391130891,0.04112573464443198,0.1289033631253439
0.8999999999999999,-4.429481305618374,2.750688836304632,8.87103470836618,-4.303667359143895,2.592945711583141,8.276868293869505,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07511316532767026,0.045255439992593086,0.14445860348194844,-0.07511316532767026,0.045255439992593086,0.14445860348194844
0.9299999999999999,-4.115518443108649,3.0924563314150664,9.844500019111317,-4.190778009522748,2.8926520834822966,9.217447329014592,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07314287448634622,0.05048630297143995,0.16087480452046168,-0.07314287448634622,0.05048630297143995,0.16087480452046168
0.96,-4.452833855484614,3.4304508951275556,10.56634853399608,-4.348011517099867,3.215331370469452,10.026788052003486,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07588711688802642,0.05611811895735351,0.17500046490708923,-0.07588711688802642,0.05611811895735351,0.17500046490708923
0.99,-4.927110611994439,3.665198625222254,11.514491512243712,-4.695470974036611,3.485251723321133,10.919410128147621,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.08195142842876403,0.06082911783276021,0.19057965911179195,-0.08195142842876403,0.06082911783276021,0.19057965911179195
1.02,-4.5018501147033785,3.963682579446181,12.425968144902223,-4.5792984584366705,3.772310236996162,11.823344938200382,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07992383553122061,0.06583923404227063,0.20635629777060216,-0.07992383553122061,0.06583923404227063,0.20635629777060216
1.05,-4.356411134896925,4.249690743572763,13.174849065151504,-4.445566064312823,4.058738540942122,12.634247414371055,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.07758976493718475,0.0708383510170307,0.22050921589235525,-0.07758976493718475,0.0708383510170307,0.22050921589235525
1.08,-4.540539234199355,4.4681319822825785,13.865098197435785,-4.502549966244742,4.304374605746396,13.372757884209893,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0785843216465303,0.07512550910950745,0.23339865515149325,-0.0785843216465303,0.07512550910950745,0.23339865515149325
1.1099999999999999,-5.087962170536223,4.654398241351125,14.463280259644858,-4.853797288819631,4.514388787109234,14.027071309470871,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.0847147439142767,0.07879094805016948,0.24481857876229918,-0.0847147439142767,0.07879094805016948,0.24481857876229918
1.14,-4.843992868918539,4.830947453325968,15.220539791055403,-4.847914636878976,4.704323986839275,14.743152398421591,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.08461207226916344,0.08210594265089173,0.2573165514757556,-0.08461207226916344,0.08210594265089173,0.2573165514757556
1.17,-4.706144084888944,5.0639649184054845,15.652169838333894,-4.762852305684957,4.9201085457790015,15.288562862368972,0.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.08312745452040593,0.08587209367935372,0.26683575984646724,-0.08312745452040593,0.08587209367935372,0.26683575984646724
