time_s,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,radar_agl_m,optical_flow_valid,horizon_valid,horizon_roll_deg,horizon_pitch_deg
0.0,0.0,1.0,16.85224990470911,1.440920986576299,0.15635926717474696,0.0003333831402736275,0.0027201108026021956,-0.001301384633203857,16.91446210675219,0.003033768128943114,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,898.2001442847273,0.0024,1.0,87.79444623154082,4138.270535302328,1.0,1.0,0.27545682687165446,18.720326376914336,-0.6508654652868338,-44.147666441320624,1.0,899.6589145189045,0.0,1.0,0.3105616510371684,7.095479288062197
0.03,0.03,1.0,17.040511835392344,1.3279729775639253,0.7160036510947276,0.05068889450314061,-0.1421393839894133,-0.09850618981007912,17.10716858716449,0.1802122025217486,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,898.2001442847273,0.0024,1.0,87.96369325338999,4307.287660766084,1.0,1.0,0.27545682687165446,18.720326376914336,-0.6508654652868338,-44.147666441320624,1.0,899.6589145189045,0.0,1.0,0.3105616510371684,7.095479288062197
0.06,0.06,1.0,17.23558863791878,1.0094849651222415,1.0825310189334783,0.07524709925211427,-0.1954820925699936,-0.16941745349380424,17.299030290664156,0.2694023905048476,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,902.1979770975767,0.0048,1.0,86.82853207153205,4342.326583560605,1.0,1.0,0.3061584649953694,18.33542374538592,-0.5958335417731314,-44.35935442656369,1.0,899.6589145189045,0.0,1.0,0.765356529948669,7.856105416998127
0.09,0.09,1.0,17.532250420900066,0.7210321562219033,1.3917191757983187,0.0824905348090656,-0.16215485012699535,-0.21872488096851608,17.60217527624757,0.2844986068638747,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,902.1979770975767,0.0048,1.0,87.9025710445267,4393.316282252806,1.0,1.0,0.3061584649953694,18.33542374538592,-0.5958335417731314,-44.35935442656369,1.0,900.8431624205509,0.0,1.0,0.765356529948669,7.856105416998127
0.12,0.12,1.0,17.899272217871815,0.5704091997668875,1.6285839709990666,0.0816301986546135,-0.10952756843044449,-0.23833666709578546,17.982257876452877,0.2747073796988436,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,900.5990947941685,0.0072,1.0,88.8570477436063,4445.583992930928,1.0,1.0,-0.4958333335059472,17.944508033100064,-0.5140835078625574,-44.46284562931206,1.0,900.8431624205509,0.0,1.0,0.6130981873587757,7.994979079958043
0.15,0.15,1.0,18.070988302711672,0.4940073239958037,1.8400075832505804,0.07916580134326888,-0.08128346189276019,-0.24525768617046653,18.171138912553698,0.2702324146087674,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,900.5990947941685,0.0072,1.0,88.82673006222046,4444.75915223593,1.0,1.0,-0.4958333335059472,17.944508033100064,-0.5140835078625574,-44.46284562931206,1.0,900.8431624205509,0.0,1.0,0.6130981873587757,7.994979079958043
0.18,0.18,1.0,18.276797205496646,0.46829953500679294,2.100059764959062,0.07785800620893239,-0.08074726517145091,-0.24708431606199263,18.40301256755908,0.27135336594065207,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,902.5580087853147,0.0096,1.0,90.90645565894825,4608.552110399604,1.0,1.0,-1.7624498070015355,17.707246243234092,-0.5223002894892642,-44.58932538059706,1.0,901.8029095561093,0.0,1.0,1.624836278859062,8.377038511673263
0.21,0.21,1.0,18.642519200605783,0.46056599991006997,2.1789634342191295,0.07421081422062338,-0.07037413150046784,-0.23951690559370611,18.77507722575043,0.2604383063163277,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,902.5580087853147,0.0096,1.0,89.55557115995195,4492.926160965827,1.0,1.0,-1.7624498070015355,17.707246243234092,-0.5223002894892642,-44.58932538059706,1.0,901.8029095561093,0.0,1.0,1.624836278859062,8.377038511673263
0.24,0.24,1.0,18.901728632773587,0.33180870171587357,2.457449649910515,0.0750109880513912,-0.06781350010426475,-0.2392396304294725,19.063695893068388,0.25973240054499874,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,903.2132744040738,0.011999999999999999,1.0,90.41344065989317,4607.868955858828,1.0,1.0,-2.3227281083747866,17.624475028895088,-0.4787301484726965,-44.65943391533121,1.0,901.8029095561093,0.0,1.0,2.1327782428284587,8.613798382539988
0.27,0.27,1.0,19.15884550771646,0.44181995043746136,2.6627762047306858,0.07275485624996603,-0.05748175743651859,-0.23703269764874768,19.34804752872061,0.25452292883075706,1.0,0.18,1.8347711166656184,-0.49177120807065694,901.9719831810988,83.95613523520122,0.8313201125277895,9.679181518680478,1.0,903.2132744040738,0.011999999999999999,1.0,90.91261728105462,4666.735331024121,1.0,1.0,-2.3227281083747866,17.624475028895088,-0.4787301484726965,-44.65943391533121,1.0,902.401199068914,0.0,1.0,2.1327782428284587,8.613798382539988
