time_s,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,radar_agl_m,optical_flow_valid,optical_flow_x_radps,optical_flow_y_radps,optical_flow_quality,horizon_valid,horizon_roll_deg,horizon_pitch_deg
0.0,0.0,1.0,17.089474510188992,-0.04331266066330364,0.17662148382067971,0.0016677683591043149,0.0011681274632859406,0.0012765720485123657,17.090442070628836,0.00240324973008537,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.771163472887363,0.0,1.0,85.6269982596741,4465.519226242078,1.0,1.0,-0.8198733225718878,19.523475325297145,-0.00615746722134172,-43.81279554351524,1.0,20.39618647858491,1.0,-0.0077448575321814855,4.273240466216326,0.95,1.0,0.17459483210835952,5.697481511065039
0.03,0.03,1.0,17.396245286212196,-0.024205067786461216,0.6306746726689686,0.001972178925766813,-0.15518944895900577,0.0016995476198838452,17.407690440897454,0.15521128509237772,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.771163472887363,0.0,1.0,85.44841255458797,4493.766976450421,1.0,1.0,-0.8198733225718878,19.523475325297145,-0.00615746722134172,-43.81279554351524,1.0,20.39618647858491,1.0,-0.0077448575321814855,4.273240466216326,0.95,1.0,0.17459483210835952,5.697481511065039
0.06,0.06,1.0,17.696718120006093,-0.048625240197861,1.2207048915769716,-0.003446139225741984,-0.2200582056481762,-0.00034689119184351384,17.73883640674484,0.2200854608604512,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.525977458669733,0.0,1.0,85.93808248615807,4525.842513620243,1.0,1.0,0.07665381874344163,19.002287191418148,-0.026858555853548426,-44.03804623616444,1.0,20.44432733929693,1.0,0.00018197912592243334,4.21901060739763,0.9488516472573326,1.0,-0.15907090264631085,6.462321243080083
0.09,0.09,1.0,17.957941161843888,-0.01094183278357201,1.5605999222741616,0.0004011470069548937,-0.17918798555099863,0.0025448602353110453,18.02562738473626,0.17920650489969203,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.525977458669733,0.0,1.0,87.23015656976472,4643.903578237996,1.0,1.0,0.07665381874344163,19.002287191418148,-0.026858555853548426,-44.03804623616444,1.0,20.44432733929693,1.0,0.00018197912592243334,4.21901060739763,0.9488516472573326,1.0,-0.15907090264631085,6.462321243080083
0.12,0.12,1.0,18.21486617013283,-0.01413003862604277,1.769597691143846,0.0017811967641120853,-0.1030091995337478,-0.0028376729027249836,18.300629094168936,0.10306367079625493,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.835346675393623,0.0,1.0,87.26231604531297,4712.4753234927075,1.0,1.0,-1.8951218293581098,18.642793566258323,-0.005790965511073151,-44.16548821910077,1.0,20.15966351575513,1.0,-0.013840283315854317,4.180330849097613,0.9477630712509209,1.0,0.28335723464815654,7.7313650572821455
0.15,0.15,1.0,18.51338589276055,-0.03605765477427094,1.911825020821404,-0.00013304420042076212,-0.05525493785691937,-0.0016289172586783655,18.611873422065063,0.0552791030115984,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.835346675393623,0.0,1.0,87.53690191654472,4739.461051137476,1.0,1.0,-1.8951218293581098,18.642793566258323,-0.005790965511073151,-44.16548821910077,1.0,20.15966351575513,1.0,-0.013840283315854317,4.180330849097613,0.9477630712509209,1.0,0.28335723464815654,7.7313650572821455
0.18,0.18,1.0,18.722395301246326,-0.04780444576139571,2.0707822345168676,0.00013974800767314763,-0.043132531811431674,-0.0008869940367906495,18.836626824990606,0.043141877432387156,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.083473073800906,0.0,1.0,88.02649605978284,4842.667696522247,1.0,1.0,-0.5428950996559269,18.545494132805594,0.02966309435753329,-44.298865296669945,1.0,21.36299970432775,1.0,0.006974051956994979,4.137638881536074,0.9467265852925736,1.0,-0.5040599611879599,6.931354511358753
0.21,0.21,1.0,19.015788198892793,0.06045326675660328,2.2444984797309786,-0.0011844703614280934,-0.03860383529069305,0.0010356537480328346,19.147888365251315,0.03863588549359098,1.0,0.0,18.15791259743845,-0.8507156713177079,22.53059064180877,88.78304681392605,-0.10696639449047544,6.726218385228926,1.0,20.083473073800906,0.0,1.0,88.80539906745064,4832.93092062345,1.0,1.0,-0.5428950996559269,18.545494132805594,0.02966309435753329,-44.298865296669945,1.0,21.36299970432775,1.0,0.006974051956994979,4.137638881536074,0.9467265852925736,1.0,-0.5040599611879599,6.931354511358753
0.24,0.24,1.0,19.31687443287298,-0.05931437453800777,2.458853724222343,0.0004014737785476082,-0.036654270896719715,0.0011573760834501412,19.472830243380923,0.03667473620305288,1.0,0.0,18.15791259743845,-0.8507156713177079,22.53059064180877,88.78304681392605,-0.10696639449047544,6.726218385228926,1.0,22.188630893539845,0.0,1.0,89.45005947764496,4890.3418085637495,1.0,1.0,-0.9874075351661772,18.47284255361201,-0.01105574941250553,-44.366377141568655,1.0,21.601088770911293,1.0,0.015553992101837083,4.1244851166897,0.9457380494623289,1.0,-0.5929147826834491,7.378205424401504
0.27,0.27,1.0,19.52925762258861,-0.02835453910261265,2.614903190497859,0.0019072580176267414,-0.024039096284036117,-0.002090558849283284,19.703563788436824,0.0242050866472582,1.0,0.0,18.15791259743845,-0.8507156713177079,22.53059064180877,88.78304681392605,-0.10696639449047544,6.726218385228926,1.0,22.188630893539845,0.0,1.0,90.1201284882899,4960.861670691598,1.0,1.0,-0.9874075351661772,18.47284255361201,-0.01105574941250553,-44.366377141568655,1.0,21.601088770911293,1.0,0.015553992101837083,4.1244851166897,0.9457380494623289,1.0,-0.5929147826834491,7.378205424401504
