scenario,sample_index,seed,duration_s,final_x_m,final_y_m,final_altitude_m,final_speed_mps,max_altitude_m,max_speed_mps,max_load_factor_g,max_qbar_pa,event_count,run_dir
nominal_ascent_mc_000,0,91,18.0,1626.5808821612682,1145.1063105276637,43.146876907632546,71.30227825829199,217.6307232327971,195.06752299717036,5.736717241047558,23027.875998327032,5,outputs/monte_carlo_after_damping/nominal_ascent_mc_000
nominal_ascent_mc_001,1,92,18.0,1612.029697125363,1160.2661478866619,58.63067951606807,71.07882927681158,232.03217552281347,197.26767253346705,6.048081570702247,23551.675316727476,5,outputs/monte_carlo_after_damping/nominal_ascent_mc_001
nominal_ascent_mc_002,2,93,18.0,1633.7088134618155,-1135.9625114379878,37.27243808056212,71.41977452365036,213.78577367194447,194.32630806198895,5.722991180709471,22883.19886200396,5,outputs/monte_carlo_after_damping/nominal_ascent_mc_002
