time_s,x_m,y_m,altitude_m,vx_mps,vy_mps,vz_mps,speed_mps,mass_kg,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,alpha_deg,beta_deg,qbar_pa,mach,airspeed_mps,load_factor_g,density_kgpm3,pressure_pa,temperature_k,wind_x_mps,wind_y_mps,wind_z_mps,thrust_n,mass_flow_kgps,propulsion_throttle_actual,propulsion_health,energy_j_per_kg,target_distance_m,guidance_mode,pitch_command_deg,heading_command_deg,roll_command_deg
0.0,0.0,0.0,20.0,85.0,0.0,8.0,85.37564055396598,17.864690281045608,0.0,6.000000000000002,0.0,0.0,0.0,0.0,0.623294571949261,0.0,4455.946741876431,0.2509445034436674,85.37564055396597,1.7592437138084216,1.2226496753673843,101084.96761777384,288.02,0.0,0.0,0.0,326.8,0.17539118863220368,0.86,nominal,3840.633,nan,pitch_program,13.0,0.0,0.0
0.03,2.5654235033149866,0.0,20.23296434849729,85.51411677716622,0.0,7.765478283243035,85.86598174566188,17.859428545386642,0.0,6.265582975204377,0.0,0.0,-8.852781691043555,0.0,1.0768240543363028,0.0,4507.176894202071,0.2523864261004417,85.8659817456619,1.7875206507466737,1.2226223184064997,101082.17438378547,288.01848573173476,0.0,0.0,0.0,332.605,0.1785066900092231,0.86,nominal,3884.901010401361,nan,pitch_program,12.985,0.0,0.0
0.06,5.1464576662556825,0.0,20.45938517358267,86.0344720980232,0.0,7.547360836179334,86.36488316889583,17.854073344686366,0.0,6.641326170815804,0.0,0.0,-12.524818074760239,0.0,1.627896966522951,0.0,4559.605394651095,0.25385349880516916,86.36488316889583,1.8163754548488027,1.2225957302991193,101079.45966629332,288.0170139963717,0.0,0.0,0.0,338.40999999999997,0.18162219138624247,0.86,nominal,3930.0845520010275,nan,pitch_program,12.97,0.0,0.0
0.09,7.7432573102122415,0.0,20.67988734906928,86.5599881318853,0.0,7.350072516220279,86.87148618151886,17.84862467894478,0.0,6.946431717623543,0.0,0.0,-10.170208926358294,0.0,2.0929150223116313,0.0,4613.15645709245,0.25534319940095584,86.87148618151886,1.8463324387399729,1.2225698376311032,101076.81596836887,288.015580732231,0.0,0.0,0.0,344.215,0.18473769276326188,0.86,nominal,3976.1279729646612,nan,pitch_program,12.955,0.0,0.0
0.12,10.355997729665937,0.0,20.89494613945146,87.09134731512316,0.0,7.168626346072718,87.38587975670336,17.84308254816188,0.0,7.124659322622365,0.0,0.0,-5.940924957091236,0.0,2.419160979624857,0.0,4667.853703661652,0.25685579065700326,87.38587975670335,1.8767207825777301,1.222544584561636,101074.23758752501,288.01418285009356,0.0,0.0,0.0,350.02,0.1878531941402813,0.86,nominal,4023.0554139849605,nan,pitch_program,12.94,0.0,0.0
0.15,12.984891036767472,0.0,21.104846061319307,87.6297769033845,0.0,6.996664062261634,87.90865206643248,17.83744695233767,0.0,7.219446030070144,0.0,0.0,-3.159557635526622,0.0,2.6544372661556124,0.0,4723.774928249746,0.258393002125382,87.90865206643248,1.9074524423247048,1.2225199376521028,101071.72110869666,288.0128185006014,0.0,0.0,0.0,355.825,0.1909686955173007,0.86,nominal,4070.9333926957784,nan,pitch_program,12.925,0.0,0.0
0.18,15.630170834749446,0.0,21.30978076646247,88.17599326606577,0.0,6.831156838105474,88.44020857169025,17.831717891472152,0.0,7.289272501014262,0.0,0.0,-2.3275493195502324,0.0,2.8593113485344928,0.0,4780.979952785277,0.2599560260690813,88.44020857169025,1.9386404111830053,1.2224958741359717,101069.26420653076,288.01148642501795,0.0,0.0,0.0,361.63,0.19408419689432013,0.86,nominal,4119.812807655466,nan,pitch_program,12.91,0.0,0.0
0.21,18.292073457029304,0.0,21.50994514480301,88.73008740932858,0.0,6.672145944684646,88.98059307047949,17.825895365565323,0.0,7.358717081754403,0.0,0.0,-2.314819641383428,0.0,3.058397855591936,0.0,4839.490581235997,0.261544991717172,88.98059307047947,1.970225200070501,1.2224723711033558,101066.86454110114,288.01018535655874,0.0,0.0,0.0,367.435,0.19719969827133954,0.86,nominal,4169.713475141413,nan,pitch_program,12.895,0.0,0.0
0.24,20.97083181022165,0.0,21.705557688314205,89.2919451064116,0.0,6.520418117039835,89.52970073281516,17.819979374617184,0.0,7.42195818433453,0.0,0.0,-2.1080369666890757,0.0,3.245428025163473,0.0,4899.312737928763,0.2631595915050377,89.52970073281514,2.002022199853897,1.2224494028750597,101064.51948979772,288.00891387502594,0.0,0.0,0.0,373.24,0.20031519964835895,0.86,nominal,4220.642463957829,nan,pitch_program,12.88,0.0,0.0
0.27,23.66667926259058,0.0,21.896837096226857,89.861581745631,0.0,6.3759802637551495,90.0874963474428,17.813969918627734,0.0,7.467065717934524,0.0,0.0,-1.5035845309935378,0.0,3.40853981727297,0.0,4960.460011731705,0.26479972250845524,90.0874963474428,2.0338689497998588,1.2224269437495807,101062.22642779657,288.0076705588745,0.0,0.0,0.0,379.045,0.20343070102537836,0.86,nominal,4272.613116584972,nan,pitch_program,12.865,0.0,0.0
