time_s,x_m,y_m,altitude_m,vx_mps,vy_mps,vz_mps,speed_mps,mass_kg,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,alpha_deg,beta_deg,qbar_pa,mach,airspeed_mps,load_factor_g,density_kgpm3,pressure_pa,temperature_k,wind_x_mps,wind_y_mps,wind_z_mps,thrust_n,mass_flow_kgps,propulsion_throttle_actual,propulsion_health,energy_j_per_kg,target_distance_m,guidance_mode,pitch_command_deg,heading_command_deg,roll_command_deg,elevator_command_deg,aileron_command_deg,rudder_command_deg,elevator_deg,aileron_deg,rudder_deg,throttle,elevator_saturated,aileron_saturated,rudder_saturated,elevator_failed,aileron_failed,rudder_failed,elevator_raw_rad,aileron_raw_rad,rudder_raw_rad,elevator_effective_rad,aileron_effective_rad,rudder_effective_rad,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,radar_agl_m,optical_flow_valid,optical_flow_x_radps,optical_flow_y_radps,optical_flow_quality,horizon_valid,horizon_roll_deg,horizon_pitch_deg
0.0,0.0,0.0,20.0,85.0,0.0,8.0,85.37564055396598,18.1660882792304,0.0,6.000000000000002,0.0,0.0,0.0,0.0,0.670573726876594,-0.07903107478510403,4463.786944728638,0.25116517384833953,85.4507164248922,1.7293850586404564,1.2226496753673843,101084.96761777384,288.02,-0.08124286468442743,0.11786661907968898,0.06317710994907,326.8,0.17539118863220368,0.86,nominal,3840.633,nan,pitch_program,13.0,0.0,0.0,-20.05352282957881,-0.0,-0.06717641356733842,-2.6999999999999997,0.0,-0.04030584814040305,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.047123889803846894,0.0,-0.0007034697578588669,-0.047123889803846894,0.0,-0.0007034697578588669,0.0,1.0,16.911415270186744,0.04632934279356251,0.22884005925179307,0.0020496890485300055,0.0034670290373362495,0.0014289454661326477,16.913026950295663,0.004273570016576025,1.0,0.0,-0.6470631796003397,1.3313514358594836,21.640168148178226,85.17703608167885,0.05225276163995546,7.880257797746393,1.0,19.512552440544518,0.0,1.0,85.4933992298977,4444.279135840035,1.0,1.0,1.4356082144579825,19.448508450116893,0.02515073517330344,-43.862311760623584,1.0,19.865327484861723,1.0,0.014473502116766398,4.261962511288229,0.95,1.0,0.5447866360085145,6.047405196481685
0.03,2.565157913911409,1.1456234691200727e-05,20.232966487473885,85.50526379704696,0.0003818744897066909,7.765549582462777,85.85717149700487,18.160826543571435,0.0007312164932377396,6.261721656952381,-0.0010268115047986433,0.02071843730646661,-8.724070618379283,-0.0339757106024041,1.119230582825431,-0.07732499379868328,4514.160295420485,0.25258187369718477,85.93247620620006,1.7575471244361451,1.2226223181553226,101082.17435813956,288.0184857178314,-0.08124286468442743,0.11786661907968898,0.06317710994907,332.605,0.1785066900092231,0.86,nominal,3884.144569537439,nan,pitch_program,12.985,0.0,0.0,-0.5927489693381786,-0.017635204759715715,-0.07965874829298775,-1.4356493816029072,0.0,-0.06391758823195386,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.025056808613191237,0.0,-0.0011155723645815759,-0.025056808613191237,0.0,-0.0011155723645815759,0.03,1.0,17.22341632424034,0.00911650304858987,0.7273954106718202,-0.0017489201511032288,-0.15036751287425335,-9.950279581022502e-07,17.238771913109208,0.15037768335319493,1.0,0.0,-0.6470631796003397,1.3313514358594836,21.640168148178226,85.17703608167885,0.05225276163995546,7.880257797746393,1.0,19.512552440544518,0.0,1.0,85.7012575653924,4492.4461583364955,1.0,1.0,1.4356082144579825,19.448508450116893,0.02515073517330344,-43.862311760623584,1.0,19.865327484861723,1.0,0.014473502116766398,4.261962511288229,0.95,1.0,0.5447866360085145,6.047405196481685
0.06,5.145653174642071,3.2289091686346925e-05,20.459428785120448,86.01650869102207,0.0006944285665048734,7.548743254885491,86.34710934711761,18.15547134287116,0.0021528903895084222,6.5693615213001735,-0.002705980158277381,0.04113484837082406,-10.2546881788164,-0.055363874714282044,1.6004074691306516,-0.07504622025266586,4565.704421479174,0.2540232226910048,86.42262581512209,1.786569130659452,1.2225957251779531,101079.45914340978,288.0170137128967,-0.08124286468442743,0.11786661907968898,0.06317710994907,338.40999999999997,0.18162219138624247,0.86,nominal,3928.550103597144,nan,pitch_program,12.97,0.0,0.0,0.11980245594837761,-0.03445775492141886,-0.08581797619394071,-0.5023782790721364,0.0,-0.07705782100914596,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.008768155060311703,0.0,-0.0013449126910220566,-0.008768155060311703,0.0,-0.0013449126910220566,0.06,1.0,17.499387816902587,-0.060667897658972104,1.2050939778755858,0.001650554619232915,-0.17919976957505174,-0.002156012759946163,17.540938003871887,0.17922033963064504,1.0,0.0,-0.6470631796003397,1.3313514358594836,21.640168148178226,85.17703608167885,0.05225276163995546,7.880257797746393,1.0,20.987841748947595,0.0,1.0,86.34673449841021,4540.987540248348,1.0,1.0,-0.18877188112678678,19.03005350315998,0.10544209811934728,-44.059846290660396,1.0,20.602893690745262,1.0,-0.01665696899459998,4.224983447553027,0.9488514280371989,1.0,-0.02309409702215544,6.398314778160573
0.09,7.741653993817309,6.0817795361282346e-05,20.67993129300962,86.53336063917462,0.0009509567891645141,7.350083596305792,86.84495514010274,18.150022677129574,0.004227680249047177,6.759904676870411,-0.004792257328354675,0.06108870250498158,-6.351448209728876,-0.06871907757519394,1.9509172639769254,-0.07243623962046607,4618.3811534708575,0.25548775544656804,86.92066621663521,1.8161137400579705,1.2225698324709886,101076.81544151124,288.01558044659544,-0.08124286468442743,0.11786661907968898,0.06317710994907,344.215,0.18473769276326188,0.86,nominal,3973.8239648578215,nan,pitch_program,12.955,0.0,0.0,-1.1349403375146152,-0.05030976933673146,-0.08800206554657088,-0.8819155141376237,0.0,-0.08362436773160091,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.015392329446120134,0.0,-0.0014595205518149377,-0.015392329446120134,0.0,-0.0014595205518149377,0.09,1.0,17.768800981582963,-0.013471266270325868,1.4595193027341895,0.0008439948199602861,-0.11007366097781549,-0.0049678657807968925,17.828647351753084,0.11018894163540728,1.0,0.0,-0.6470631796003397,1.3313514358594836,21.640168148178226,85.17703608167885,0.05225276163995546,7.880257797746393,1.0,20.987841748947595,0.0,1.0,87.03480550283997,4671.014316018059,1.0,1.0,-0.18877188112678678,19.03005350315998,0.10544209811934728,-44.059846290660396,1.0,20.602893690745262,1.0,-0.01665696899459998,4.224983447553027,0.9488514280371989,1.0,-0.02309409702215544,6.398314778160573
0.12,10.353367133413544,9.55802499067144e-05,20.894778291719003,87.05710465320784,0.0011587484848477351,7.161566623646053,87.35117348065337,18.144480546346674,0.006918165557558237,6.856790977251162,-0.0071299650101552,0.08044510484073362,-3.229551626869497,-0.077059994398331,2.1996867606718125,-0.06964423712853811,4672.255172819095,0.25697685835208095,87.4270688206129,1.8459289926445066,1.222544604270836,101074.2395998626,288.0141839411038,-0.08124286468442743,0.11786661907968898,0.06317710994907,350.02,0.1878531941402813,0.86,nominal,4020.0215317580873,nan,pitch_program,12.94,0.0,0.0,-2.1685973862468195,-0.06508262963821676,-0.08773788979477197,-1.6539246374031413,-0.039049577782930056,-0.08609248096950355,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.028866430502538173,-0.0006815437038257571,-0.0015025972541283968,-0.028866430502538173,-0.0006815437038257571,-0.0015025972541283968,0.12,1.0,18.040280693031878,0.0036495778995530356,1.566738835995895,0.0014056432348975598,-0.053987979511064356,-0.002635503251441764,18.108186308490847,0.05407054320033486,1.0,0.0,-0.6470631796003397,1.3313514358594836,21.640168148178226,85.17703608167885,0.05225276163995546,7.880257797746393,1.0,20.350102074906836,0.0,1.0,88.07814704029614,4595.799349158465,1.0,1.0,-0.5256151104327333,18.825953734767598,-0.018976636061294624,-44.12527990838515,1.0,20.853201769808862,1.0,0.004839182370483748,4.19023853222824,0.9477630542707025,1.0,0.19126844601113746,7.058342473073739
0.15,12.981025386255155,0.00013523733296322987,21.104144093268154,87.58860842805367,0.001321902768550516,6.978860051638349,87.86619836848921,18.138844950522465,0.009468574048298846,6.940607952848415,-0.009628427724289413,0.07501024330883305,-2.793911480013698,-0.08227962392120348,2.4302603336683726,-0.06673363658773976,4727.388998055991,0.25849181823538825,87.94227128583663,1.8762725775320386,1.222520020078099,101071.7295244692,288.01282306339374,-0.08124286468442743,0.11786661907968898,0.06317710994907,355.825,0.1909686955173007,0.86,nominal,4067.195362537596,nan,pitch_program,12.925,0.0,0.0,-2.26932556968859,-0.05726681394462106,-0.08591762393345467,-2.0231651967744106,-0.015619831113172025,-0.08598756674787424,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.03531089399547242,-0.00027261748153030284,-0.0015007661555287981,-0.03531089399547242,-0.00027261748153030284,-0.0015007661555287981,0.15,1.0,18.391624116802628,0.0013512114639747837,1.7880878490705492,0.0008394554290603459,-0.04713455131408551,-0.005130920490532379,18.478341311803995,0.04742042764545364,1.0,0.0,-0.6470631796003397,1.3313514358594836,21.640168148178226,85.17703608167885,0.05225276163995546,7.880257797746393,1.0,20.350102074906836,0.0,1.0,87.9766922848631,4659.310465669398,1.0,1.0,-0.5256151104327333,18.825953734767598,-0.018976636061294624,-44.12527990838515,1.0,20.853201769808862,1.0,0.004839182370483748,4.19023853222824,0.9477630542707025,1.0,0.19126844601113746,7.058342473073739
0.18,15.624859237532846,0.0001785228579043231,21.308231089244394,88.12779504258972,0.0014428508313697745,6.802899865874694,88.38997515406166,18.133115889656946,0.012286878280848384,7.036775085287957,-0.0122319202968835,0.08338427396265675,-3.2055881303904994,-0.0855297476977068,2.667495614997464,-0.06377816705842947,4783.793196076129,0.2600324731027525,88.4662183313353,1.9070905649225474,1.2224960560983391,101069.28278497567,288.0114964979199,-0.08124286468442743,0.11786661907968898,0.06317710994907,361.63,0.19408419689432013,0.86,nominal,4115.3562182791575,nan,pitch_program,12.91,0.0,0.0,-2.066510271747841,-0.06191165376875967,-0.08313272315600369,-2.0491722417584692,-0.04339492470652461,-0.08427466059275189,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.03576480255915852,-0.0007573843147838885,-0.0014708703033442367,-0.03576480255915852,-0.0007573843147838885,-0.0014708703033442367,0.18,1.0,18.577557082072776,0.041098735796012496,1.9041547206310956,0.004402874405174032,-0.05717639382675775,-0.0015707660864979229,18.674932970264123,0.05736717371597393,1.0,0.0,-0.6470631796003397,1.3313514358594836,21.640168148178226,85.17703608167885,0.05225276163995546,7.880257797746393,1.0,20.09541849470333,0.0,1.0,88.26605963167181,4793.023044714077,1.0,1.0,-1.0786287682689157,18.722960625105532,0.04596536869204897,-44.12249506186454,1.0,21.421281857561496,1.0,0.004572056428603596,4.1609556832011245,0.946729422276889,1.0,0.5563532482611446,6.689612405490274
0.21,18.285091020000934,0.00022419106964205362,21.507289853342876,88.67439274893631,0.0015222737245910176,6.635292136616002,88.92229772924317,18.127293363750116,0.01481785817830363,7.12413041430616,-0.014899116735289547,0.07340711254256137,-2.911865652739377,-0.08753982542669642,2.889247075705959,-0.06078890412724786,4841.461916979964,0.2615982144417388,88.99870271587254,1.938098129515975,1.2224726828818524,101066.89637369162,288.01020261595323,-0.08124286468442743,0.11786661907968898,0.06317710994907,367.435,0.19719969827133954,0.86,nominal,4164.501980764367,nan,pitch_program,12.895,0.0,0.0,-2.115457752192088,-0.05000319332489544,-0.07976224319592051,-2.0889435480186402,-0.017357969882609844,-0.08156721015465307,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.036458942801217545,-0.0003029537259135554,-0.0014236163788648492,-0.036458942801217545,-0.0003029537259135554,-0.0014236163788648492,0.21,1.0,18.885405172504182,0.05723339308617079,2.1427546655561907,0.0030169537393592294,-0.05236512740447323,-0.0005669227609013835,19.006662035920318,0.05245502816097781,1.0,0.0,18.186977528098314,0.5407687912819994,20.858077014130867,88.79083514050659,-0.057142797129389446,6.647448774974975,1.0,20.09541849470333,0.0,1.0,89.1656616985033,4784.9185558772,1.0,1.0,-1.0786287682689157,18.722960625105532,0.04596536869204897,-44.12249506186454,1.0,21.421281857561496,1.0,0.004572056428603596,4.1609556832011245,0.946729422276889,1.0,0.5563532482611446,6.689612405490274
0.24,20.96194482245396,0.0002710059493644659,21.70156136244262,89.2284600817676,0.0015604959907470767,6.475716969991557,89.46313766727711,18.121377372801977,0.017530483087603434,7.1863436232124815,-0.01760245254811125,0.07919675008011536,-2.073798991389632,-0.08882403510043382,3.0794722068825817,-0.057807941305854496,4900.408663257687,0.2631889605108613,89.53969641982489,1.9691175843368396,1.2224498721081518,101064.56739829466,288.0089398511441,-0.08124286468442743,0.11786661907968898,0.06317710994907,373.24,0.20031519964835895,0.86,nominal,4214.646117372086,nan,pitch_program,12.88,0.0,0.0,-2.368958882764478,-0.05243366839025496,-0.07608708105866312,-2.256952748866143,-0.006943187953043938,-0.0782791326970591,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.03939125652965091,-0.00012118149036542217,-0.0013662286011692302,-0.03939125652965091,-0.00012118149036542217,-0.0013662286011692302,0.24,1.0,19.294952851584668,0.014534848457155537,2.2398607269245514,-0.0021655458965955843,-0.03342435496631782,0.0017288326470854157,19.424530699162695,0.03353902139696841,1.0,0.0,18.186977528098314,0.5407687912819994,20.858077014130867,88.79083514050659,-0.057142797129389446,6.647448774974975,1.0,22.85321358883543,0.0,1.0,89.75116940948352,4846.098401099218,1.0,1.0,-0.9132844028598215,18.59921339547543,0.012412802980145781,-44.19779198652655,1.0,21.780507313876864,1.0,-0.011624302386495412,4.1242817425840865,0.9457460965938934,1.0,0.32678389588998363,7.107375271692142
0.27,23.655652687921897,0.00031771760136589677,21.891247723017102,89.79026218226448,0.0015570550667143627,6.3228786858159935,90.01261011691508,18.115367916812527,0.020599984923336655,7.228281228572751,-0.020328417600593614,0.09091675470046041,-1.3979501607826115,-0.08968238752079813,3.243950643766492,-0.054857996040313384,4960.6630386306,0.2648050536693416,90.08931574352954,2.0002105749936883,1.2224276000229302,101062.29343273533,288.0077068898004,-0.08124286468442743,0.11786661907968898,0.06317710994907,379.045,0.20343070102537836,0.86,nominal,4265.814794512808,nan,pitch_program,12.865,0.0,0.0,-2.577004100970195,-0.059961434986642165,-0.0722438464723797,-2.4489835601285743,-0.03875413617320288,-0.07465796096225147,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.04274282645145615,-0.0006763872749886256,-0.001303027231616682,-0.04274282645145615,-0.0006763872749886256,-0.001303027231616682,0.27,1.0,19.4494916710017,0.05325691599499008,2.4708214530126003,0.0017679170850692983,-0.025270792336565207,-0.0038296854938761555,19.605879761238285,0.025620401384823934,1.0,0.0,18.186977528098314,0.5407687912819994,20.858077014130867,88.79083514050659,-0.057142797129389446,6.647448774974975,1.0,22.85321358883543,0.0,1.0,89.82795521764554,4956.359845982352,1.0,1.0,-0.9132844028598215,18.59921339547543,0.012412802980145781,-44.19779198652655,1.0,21.780507313876864,1.0,-0.011624302386495412,4.1242817425840865,0.9457460965938934,1.0,0.32678389588998363,7.107375271692142
