time_s,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,gps_valid,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_alt_m,pitot_airspeed_mps,pitot_qbar_pa,mag_heading_deg
0.0,16.864680307905445,1.4265596267816167,-0.8404404528891686,-0.005526002259025985,-0.0024404616361534746,-0.0006126780109707863,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,1002.0904441399286,85.79311618127807,4168.7033634385725,-0.10896602917947859
0.03,17.016322202294447,1.3495403719921357,-0.7597351710443117,0.029565530846473433,-0.22751876509225957,-0.08321179718378187,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,1002.0904441399286,86.27347192879708,4219.611927546416,-0.10896602917947859
0.06,17.44592515542346,1.202403239947953,0.15447685801648708,0.06587504136182844,-0.4071319515232673,-0.16896079981985263,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,1006.2967473741077,86.9806016620667,4106.631459685758,0.9247503330973007
0.09,17.429353139670365,1.2349208530212605,0.8479852528571269,0.10371482912789459,-0.4410457472021445,-0.24208620448191823,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,1006.2967473741077,86.93145208932675,4146.7596011799005,0.9247503330973007
0.12,17.78323848696502,1.4299968242303411,1.2231152501272615,0.1383132478664843,-0.3503117444083498,-0.3339161693151763,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,1012.299193316238,87.12569716968277,4248.4403075790815,0.18742764544669627
0.15,18.09922542139916,1.2574420790668106,1.8361084527921956,0.17935277002573707,-0.25937961270068205,-0.4045209412263785,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,1012.299193316238,88.01822082474241,4312.0347129040165,0.18742764544669627
0.18,18.47571879993243,1.2096398747798844,1.7242048100099086,0.21122443086369655,-0.20822942472132133,-0.4882983034770166,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,996.0938554856759,87.39709809836332,4300.8488699521895,-2.1296413673711134
0.21,18.551292750013157,1.006702487623771,2.263250269731212,0.24917033047933926,-0.17298607468744162,-0.5626586160367226,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,996.0938554856759,89.84370759651644,4420.7204761190405,-2.1296413673711134
0.24,18.87416815739605,0.8719832715345893,2.3707988292499578,0.2849582749420814,-0.15980173103007195,-0.6272499999068307,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,999.9581225997366,90.2101623393689,4401.279094523195,-6.300775447571523
0.27,19.30574330243626,0.6239857103699881,2.6158753791892173,0.30909192658274487,-0.14600599028148348,-0.6837958784281202,1.0,-5.12475906770303,4.333339046228245,1006.1844569493729,82.72589914784164,1.4631960598078957,14.027873835128696,999.9581225997366,90.97745045554232,4523.991258654199,-6.300775447571523
