scenario,sample_index,seed,duration_s,final_x_m,final_y_m,final_altitude_m,final_speed_mps,max_altitude_m,max_speed_mps,max_load_factor_g,max_qbar_pa,event_count,run_dir
nominal_ascent_mc_000,0,91,4.68,539.8496547033034,-15.190921365027547,-0.14198194076710025,116.89374635210292,29.382203452612664,132.9535819501328,3.8159138207403442,10783.79149606425,3,outputs/monte_carlo_after_keepgoing/nominal_ascent_mc_000
nominal_ascent_mc_001,1,92,4.71,545.7170134085941,-15.772916051828247,-0.49198792753859977,117.36095526612768,29.854409172992447,133.61310422310754,3.8638936034473117,10918.89143536023,3,outputs/monte_carlo_after_keepgoing/nominal_ascent_mc_001
nominal_ascent_mc_002,2,93,4.77,553.0526247611537,15.69066806181966,-0.6202628561171425,116.94084865703459,29.376048603633922,133.3472354558304,3.7379928204771864,10872.774640796386,3,outputs/monte_carlo_after_keepgoing/nominal_ascent_mc_002
