time_s,x_m,y_m,altitude_m,vx_mps,vy_mps,vz_mps,speed_mps,mass_kg,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,alpha_deg,beta_deg,qbar_pa,mach,airspeed_mps,load_factor_g,density_kgpm3,pressure_pa,temperature_k,wind_x_mps,wind_y_mps,wind_z_mps,thrust_n,mass_flow_kgps,propulsion_throttle_actual,propulsion_health,energy_j_per_kg,target_distance_m,guidance_mode,pitch_command_deg,heading_command_deg,roll_command_deg,elevator_command_deg,aileron_command_deg,rudder_command_deg,elevator_deg,aileron_deg,rudder_deg,throttle,elevator_saturated,aileron_saturated,rudder_saturated,elevator_failed,aileron_failed,rudder_failed,elevator_raw_rad,aileron_raw_rad,rudder_raw_rad,elevator_effective_rad,aileron_effective_rad,rudder_effective_rad,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,gps_valid,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_alt_m,pitot_airspeed_mps,pitot_qbar_pa,mag_heading_deg
0.0,0.0,-180.0,450.0,42.0,2.0,0.0,42.04759208325728,11.0,0.0,3.0000000000000004,3.999999999999999,0.0,0.0,0.0,3.4675827967385846,-14.004401711413385,1203.383344165056,0.13379477880266702,45.29788499340546,1.445343206607887,1.1729463340241415,96034.57625081437,285.22499999999997,-2.6076439091004775,9.86942436359809,0.3586780454497614,11.991235629318206,0.0005955894873527215,0.17333333333333334,nominal,5296.992499999999,939.4147114027968,waypoint,4.273326075035703,16.11341823308929,0.0,-8.67236923185308,-0.0,14.32394487827058,-4.8,0.0,4.8,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.08377580409572781,0.0,0.08377580409572781,-0.08377580409572781,0.0,0.08377580409572781,-3.5671053427412676,11.71765467703465,7.05472871951396,-0.0025899185012765833,0.00014861275303437778,0.001697870518871144,1.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,449.3794866581097,45.818684704627636,1207.7762988351562,5.407943136095607
0.04,1.6724232938163421,-179.90173524558614,449.9954156471345,41.810582345408555,2.4566188603462247,-0.11460882163664035,41.88284741357965,10.999976176420505,1.8554356586470606,3.204854331040006,2.234213403357622,44.0,-5.8351358757344665,-44.0,3.4626773896465406,-12.132200240223126,1188.4965620041958,0.13296459449790934,45.016818132084325,1.5033803370311383,1.172946855544633,96034.62898314334,285.2250297982936,-2.54921784659964,10.103156119718633,0.3878945149648293,21.36712006260753,0.0010546927169570322,0.30814814814814817,nominal,5290.03399659057,937.7856838771257,waypoint,4.281043974254907,16.136072589936457,0.0,0.6275568861049993,2.9686970538352813,9.415662765342187,-0.45795449111600095,2.374957643068225,8.492530212273751,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.007992813694269338,0.04145083046694481,0.1482226140292699,-0.007992813694269338,0.04145083046694481,0.1482226140292699,-2.6152098916843665,11.266836650317861,9.182765369193644,0.7670830416734983,-0.10266069153417531,-0.7654275321325845,1.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,449.4188590781434,45.307461887761576,1188.3419175217075,5.407943136095607
0.08,3.339031763518387,-179.78620133805566,449.990123031578,41.66521174255112,2.888347688262135,-0.13231538891283184,41.76541546880687,10.999933988711827,4.968304909737101,2.755030767244289,-1.2676891831977941,73.28498277288153,6.022826859741932,-88.0,2.727606403209324,-8.543428855692738,1176.2932902169416,0.1322801628084675,44.78509796712536,1.1721496346007132,1.1729474576380055,96034.68986241825,285.2250642002947,-2.4967918537171325,10.312891846942001,0.4141114808677501,28.692425982596713,0.0014089836716503145,0.4130041152263375,nominal,5285.07060466865,936.1576497778433,waypoint,4.2888277218382855,16.15768890145514,0.0,-3.7220786408303073,5.629993282270532,14.32394487827058,-3.069253810887446,4.97898615443007,13.157661945071213,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.05356858457936931,0.08689970180601558,0.22964452280585396,-0.05356858457936931,0.08689970180601558,0.22964452280585396,-1.7557337901050292,9.778259611007769,5.802891115489242,1.28096154307702,0.1054916204731558,-1.5405925289442894,1.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,450.1738670391168,45.475209732279296,1184.0327128549068,-1.731889510737601
0.12,5.002663506765753,-179.65585260549736,449.97962615456913,41.590793581184144,3.2587183139575355,-0.2624219252212373,41.71908701097409,10.999877629364962,8.199653379581903,2.097368009726337,-6.505972126473185,75.25332224980524,1.3210643864517713,-131.99999999999997,2.562722768194998,-3.225193454493234,1168.5748840433923,0.13184537865002138,44.637901709772024,0.7824194471383671,1.1729486517741972,96034.81060475142,285.22513242999526,-2.4507781346001423,10.497009704672017,0.4371262130840022,34.39972471015319,0.0016836968535691161,0.4945587562871514,nominal,5283.033811343319,934.528890337653,waypoint,4.296961981805854,16.178455191481582,0.0,-5.397870308965005,6.909064270159676,14.32394487827058,-4.932147009349493,6.523048647013755,14.090688291630707,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860822045055402,0.11384867615815139,0.24592890456117078,-0.0860822045055402,0.11384867615815139,0.24592890456117078,-1.2072046053314185,6.138873454252454,4.527859358129553,1.3172549763733796,0.023247393658198216,-2.301887413715964,1.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,449.7064006747598,45.148360234278776,1164.6835690559992,-1.731889510737601
0.16,6.665101351755851,-179.51659684306065,449.96180482025653,41.56094612475245,3.4813940609175833,-0.445533357815565,41.708882115982135,10.999810281490818,11.03300134462342,1.4089010105314503,-13.522185312611972,65.47207846013549,-12.358053279805771,-176.0,3.3396610914043854,3.686214403119336,1164.6466637801996,0.13162344935718912,44.56277382154001,0.643829022089307,1.1729506791507809,96035.01559833555,285.22524826866834,-2.411535805343297,10.654085949705271,0.45676074371315895,38.83567817303059,0.0018976157265689474,0.5579901437788956,nominal,5282.433356923015,932.8994875997672,waypoint,4.3055788249868225,16.198747112021778,0.0,-5.98609725851148,7.403235426920088,14.32394487827058,-5.775307208679083,7.227198070938822,14.277293560942605,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.10079812610561323,0.12613840203166515,0.24918578091223414,-0.10079812610561323,0.12613840203166515,0.24918578091223414,-1.0722294343120564,1.219827668778088,6.167762958115417,1.1412441348264089,-0.21725691314283038,-3.0712304910322077,1.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,448.3465412222639,44.74858164612896,1156.3128890099888,-13.104764187883108
0.2,8.325685946816352,-179.37681940668725,449.938211998574,41.51461487651251,3.4944359093350195,-0.5898205420637924,41.66559994697597,10.999734376861756,12.886813517791758,0.8707626104787879,-20.982660786259036,42.63297250203355,-25.539087802680662,-185.4956645237487,4.813713009020488,10.752179706821295,1161.7708167168219,0.1314606551212462,44.50766975090087,1.1200754167075408,1.1729533631028823,96035.28698019177,285.22540162200926,-2.3793661955705088,10.78290594572652,0.47286324321581513,42.28846776740278,0.002063773199192082,0.6073256673835854,nominal,5280.397676166538,931.2722861363918,waypoint,4.314571797510462,16.2190476559732,0.0,-5.358042938256755,6.827649947687553,14.32394487827058,-5.44149579234122,6.907559572337807,14.314614614804986,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.09497201780977194,0.12055965781494615,0.24983715618244684,-0.09497201780977194,0.12055965781494615,0.24983715618244684,-1.230766105974128,-3.851546889198712,10.181955889824566,0.7409772387603116,-0.44704518597223597,-3.2378380693329314,1.0,11.38342398142198,-176.50809687074977,452.77528211925744,41.51814499726385,3.5461031640995975,-0.5499199219998124,448.7034876737795,45.013106367044,1136.2142933531447,-13.104764187883108
0.24,9.98080322154627,-179.24536796340612,449.91341027208307,41.377931868247956,3.286286082028163,-0.620043162273571,41.51285795304129,10.999651825933789,13.436339857476336,0.7062643353052868,-26.752317944681373,11.751533145954433,-28.863979977800472,-141.4956645237487,6.1603752518476895,15.908981268138138,1156.2125110160491,0.1311456070990833,44.40101880075414,1.6933600270437195,1.1729561845867365,96035.57226842309,285.22556283323144,-2.3545114956353306,10.882473555826179,0.4853091944782724,44.999592019277124,0.0021908198807831024,0.6456977412983442,nominal,5273.802032559415,929.6528715086805,waypoint,4.323634794196637,16.239819321053105,0.0,-3.1233180173864725,5.389626874722418,14.32394487827058,-3.5869535723774226,5.693213414245496,14.322078825577462,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.06260414995415875,0.09936531909729174,0.24996743123648937,-0.06260414995415875,0.09936531909729174,0.24996743123648937,-1.3301566462324026,-7.768861970103856,14.59329961243494,0.20421944759828745,-0.5024759920152408,-2.4686097934310043,1.0,11.38342398142198,-176.50809687074977,452.77528211925744,41.51814499726385,3.5461031640995975,-0.5499199219998124,451.1040988143325,44.32975081291164,1164.8522454321924,-24.590060631064038
0.28,11.625999807653875,-179.12848372541876,449.8928031893254,41.12991465269012,2.922105949684221,-0.5151770689419148,41.2368038277837,10.999564193138557,12.772260666684113,0.47783198743089444,-30.701802385798935,-17.622859361208125,-16.832046922072117,-97.49566452374872,6.468831970363795,19.296329614473976,1146.4990375055154,0.13059339941391146,44.2140722241299,1.875093536825938,1.1729585288851976,96035.80930720911,285.22569677926936,-2.337156083863613,10.952018845409595,0.49400235567619943,47.15151421472218,0.0022859215514987,0.67554268767649,nominal,5262.178253362156,928.0468492162644,waypoint,4.3324071748226505,16.26135783217794,0.0,-3.657007929501033,3.6401922448491617,14.32394487827058,-3.642997058076311,4.0507964787284285,14.323571667731956,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.06358229330389871,0.07069973588200353,0.24999348624729786,-0.06358229330389871,0.07069973588200353,0.24999348624729786,-1.1099030773173926,-10.109340873210652,15.357147571337666,-0.3032861023094215,-0.29566893730143146,-1.7013711271988932,1.0,11.38342398142198,-176.50809687074977,452.77528211925744,41.51814499726385,3.5461031640995975,-0.5499199219998124,449.54890041197666,43.330332603345035,1141.678543708587,-24.590060631064038
0.32,13.25876443853757,-179.02891448210215,449.87678716623304,40.81911577209237,2.489231082915544,-0.40040057730805256,40.89690458240013,10.999472756276496,11.045949348926047,0.1874335764720568,-32.826988023579325,-43.46959940364106,-3.861654161989189,-53.495664523748715,5.766433693369464,20.977610187111217,1134.6711608276262,0.12991789388520214,43.985379180802624,1.7523186610433363,1.1729603508990047,96035.99353636269,285.2258008834195,-2.3274338102673484,10.991004035933209,0.498875504491651,48.86280256321368,0.0023566325642320704,0.6987554237483811,nominal,5248.06259707471,926.4573721229568,waypoint,4.340847649687742,16.283786161081068,0.0,-4.21289392009311,1.7081931249265396,14.32394487827058,-4.098914547689751,2.1767137956869176,14.323870236162856,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.07153955461508028,0.03799082260831986,0.24999869724945958,-0.07153955461508028,0.03799082260831986,0.24999869724945958,-0.5529718056944068,-11.115587903096145,13.073314258310791,-0.7579692634727536,-0.0640360495914231,-0.9345957317343496,1.0,11.38342398142198,-176.50809687074977,452.77528211925744,41.51814499726385,3.5461031640995975,-0.5499199219998124,446.24784530367015,42.93822022837213,1137.522945524545,-32.9483082118476
0.36,14.879087525878404,-178.94690642307486,449.86219376981643,40.50807718352083,2.0502014756819316,-0.3648349104160698,40.56156737243801,10.999378490973927,8.479094651517803,-0.012565853115120802,-33.1778865087639,-64.19549612828027,3.4409428735484706,-9.49566452374872,4.487883300999825,20.950944002734136,1123.427779809285,0.12927250454306813,43.766881569921715,1.4864564098699773,1.1729620110739305,96036.16140157143,285.2258957404962,-2.3254247934881174,10.999127663428633,0.4998909579285791,50.214587294370105,0.002409798130696482,0.7168097740265186,nominal,5234.261456387184,924.884772232674,waypoint,4.349149327362953,16.30712220646888,0.0,-3.76717079629475,-0.24088524372906162,14.32394487827058,-3.83351954657375,0.24263456415413426,14.323929949849036,0.78,0.0,0.0,0.0,0.0,0.0,0.0,-0.06690753802727205,0.004234772023631053,0.24999973944989193,-0.06690753802727205,0.004234772023631053,0.24999973944989193,0.058781779256907085,-10.896409488687295,9.773051786758254,-1.1186224736299077,0.05930528727082662,-0.16278254541361564,1.0,11.38342398142198,-176.50809687074977,452.77528211925744,41.51814499726385,3.5461031640995975,-0.5499199219998124,449.0464358330686,43.656287189656055,1119.427602304539,-32.9483082118476
