time_s,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,radar_agl_m,optical_flow_valid,horizon_valid,horizon_roll_deg,horizon_pitch_deg,optical_flow_x_radps,optical_flow_y_radps,optical_flow_quality
0.0,0.0,1.0,-3.5671053427412676,11.71765467703465,7.05472871951396,-0.0025899185012765833,0.00014861275303437778,0.001697870518871144,14.134952032546146,0.00310040769778282,1.0,0.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,1.0,449.3794866581097,0.0,1.0,45.818684704627636,1207.7762988351562,1.0,1.0,5.407943136095607,21.715519963451204,-1.678530464324453,-42.853314571377425,1.0,449.59370880351315,0.0,1.0,-0.27629555862650074,3.586918488082886,,,
0.04,0.04,1.0,-2.6532219147546856,11.228924565640975,9.172563913861243,0.767106955263303,-0.10321505849879731,-0.76751917658174,14.739886776487102,1.0900422540135577,1.0,0.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,1.0,448.5194376638763,0.0,1.0,44.50201866294238,1186.0512227283994,1.0,1.0,5.407943136095607,21.715519963451204,-1.678530464324453,-42.853314571377425,1.0,449.59370880351315,0.0,1.0,-0.27629555862650074,3.586918488082886,,,
0.08,0.08,1.0,-1.6784925880128754,9.782956378414571,5.802606485277683,1.2738065369969132,0.10400585525103022,-1.534002639205355,11.497556909751006,1.9966382768823103,1.0,0.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,1.0,449.27442578156547,0.0,1.0,45.29618529710142,1162.3201406192818,1.0,1.0,-1.9499438925719956,21.963973715763018,-3.078474327561542,-42.479759503548586,1.0,450.23352289614684,0.0,1.0,4.904552297781585,3.201681976187697,,,
0.12,0.12,1.0,-1.1416995608198635,6.1204584712943175,4.42653007795762,1.3167131229732048,0.021597720747407595,-2.30540280690585,7.639218436272008,2.6550107366714557,1.0,0.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,1.0,450.39137051292823,0.0,1.0,44.20716475030733,1174.003142970227,1.0,1.0,-1.9499438925719956,21.963973715763018,-3.078474327561542,-42.479759503548586,1.0,450.23352289614684,0.0,1.0,4.904552297781585,3.201681976187697,,,
0.16,0.16,1.0,-1.1238997456437374,1.2340885427589314,6.060516594927687,1.1454513102018269,-0.2164361744391878,-3.0748879848223987,6.286174239314467,3.2884402747889623,1.0,0.0,3.600756630726422,-178.47686827365297,451.3485857159196,42.18669712124764,2.0254531145758117,0.17937241014133767,1.0,448.9837929256056,0.0,1.0,44.49717877780451,1163.6312334732593,1.0,1.0,-12.502939301076756,22.34562487277898,-2.5150606893394496,-42.42465729543256,1.0,450.0283058536965,0.0,1.0,10.744899002171374,1.851158049656692,,,
0.2,0.2,1.0,-1.2475659509606403,-3.951461258925547,10.158634535714722,0.741712934410615,-0.4466246680685662,-3.236214600287157,10.971249815449545,3.350029344694032,1.0,0.0,10.7070630313152,-179.91132931550598,452.17994550357236,41.838953473555115,3.445582025783397,-0.5153512118110835,1.0,448.7628895041592,0.0,1.0,44.621245005719786,1170.5469234734746,1.0,1.0,-12.502939301076756,22.34562487277898,-2.5150606893394496,-42.42465729543256,1.0,450.0283058536965,0.0,1.0,10.744899002171374,1.851158049656692,,,
0.24,0.24,1.0,-1.2802172322666125,-7.739762245329449,14.552381763597959,0.20426203882170235,-0.5068456752429786,-2.4722554947017317,16.53223187502274,2.531928662126762,1.0,0.0,10.7070630313152,-179.91132931550598,452.17994550357236,41.838953473555115,3.445582025783397,-0.5153512118110835,1.0,449.14446820688323,0.0,1.0,44.51542620762215,1162.5092427855025,1.0,1.0,-26.711315695444007,20.91313605267617,0.8133228674951911,-43.19508129234309,1.0,450.3337265356619,0.0,1.0,13.275296063269538,-0.14048876595939053,,,
0.28,0.28,1.0,-1.087355376945205,-10.204014573166837,15.379516381646038,-0.30695525497026416,-0.2963745461416747,-1.700025569287267,18.48874736856155,1.752753929216831,1.0,0.0,10.7070630313152,-179.91132931550598,452.17994550357236,41.838953473555115,3.445582025783397,-0.5153512118110835,1.0,451.2430272592168,0.0,1.0,44.06397317500408,1163.3988070232554,1.0,1.0,-26.711315695444007,20.91313605267617,0.8133228674951911,-43.19508129234309,1.0,450.3337265356619,0.0,1.0,13.275296063269538,-0.14048876595939053,,,
0.32,0.32,1.0,-0.5232854448665583,-11.211918996945974,13.070582140193338,-0.7612243893651552,-0.06906257398257216,-0.9367781396332587,17.22849595102336,1.2090432138613578,1.0,0.0,10.7070630313152,-179.91132931550598,452.17994550357236,41.838953473555115,3.445582025783397,-0.5153512118110835,1.0,451.20148735879815,0.0,1.0,44.07571213049229,1146.606186428039,1.0,1.0,-33.228775460828366,20.06306690218566,4.6705571681742075,-43.375268359657646,1.0,449.695436688897,0.0,1.0,10.901410575578177,-0.020337990350771707,,,
0.36,0.36,1.0,0.07986497391689487,-10.891423771903474,9.758814850020254,-1.1223705643962985,0.062443938205809485,-0.16432833908119052,14.624088261160717,1.1360540181994425,1.0,0.0,10.7070630313152,-179.91132931550598,452.17994550357236,41.838953473555115,3.445582025783397,-0.5153512118110835,1.0,450.24325917622025,0.0,1.0,43.825945132512,1122.5071257745865,1.0,1.0,-33.228775460828366,20.06306690218566,4.6705571681742075,-43.375268359657646,1.0,449.695436688897,0.0,1.0,10.901410575578177,-0.020337990350771707,,,
