time_s,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,radar_agl_m,optical_flow_valid,optical_flow_x_radps,optical_flow_y_radps,optical_flow_quality,horizon_valid,horizon_roll_deg,horizon_pitch_deg
0.0,0.0,1.0,17.095382095157238,-0.05757402465052493,0.14683972497508235,0.0016677683591043149,0.0011681274632859406,0.0012765720485123657,17.096109664264787,0.00240324973008537,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.771163472887363,0.0,1.0,85.5597971231538,4458.492166482902,1.0,1.0,-0.8198733225718878,19.523475325297145,-0.00615746722134172,-43.81279554351524,1.0,20.39618647858491,1.0,-0.0077448575321814855,4.273240466216326,0.95,1.0,0.17459483210835952,5.697481511065039
0.03,0.03,1.0,17.401843438094936,-0.03623248195329441,0.6632483211486485,0.001570338436026479,-0.15699138909423582,0.0023585170192547437,17.41451596146797,0.15701695709403976,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.771163472887363,0.0,1.0,85.38121134640805,4486.735516999989,1.0,1.0,-0.8198733225718878,19.523475325297145,-0.00615746722134172,-43.81279554351524,1.0,20.39618647858491,1.0,-0.0077448575321814855,4.273240466216326,0.95,1.0,0.17459483210835952,5.697481511065039
0.06,0.06,1.0,17.709298369364173,-0.05917296124518267,1.2014067117514668,-0.0042440123229507765,-0.1845638082494123,0.0007271673342928209,17.750102204256418,0.18461402906728203,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.52595578551106,0.0,1.0,85.8708535049351,4518.79852724252,1.0,1.0,0.07966163587646898,19.046817770103374,-0.026278810593590194,-44.018787527444225,1.0,20.444305666138256,1.0,0.00043591581163411554,4.219150776160496,0.9488517014402293,1.0,-0.16146392136388038,6.404408653497127
0.09,0.09,1.0,17.98304727364492,-0.020464770844365456,1.3930229743068236,-0.0007838367554110045,-0.11487368249400852,0.0038784135584643098,18.03693214102499,0.1149418088491907,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.52595578551106,0.0,1.0,87.16321313007538,4636.748170622902,1.0,1.0,0.07966163587646898,19.046817770103374,-0.026278810593590194,-44.018787527444225,1.0,20.444305666138256,1.0,0.00043591581163411554,4.219150776160496,0.9488517014402293,1.0,-0.16146392136388038,6.404408653497127
0.12,0.12,1.0,18.24878389522101,-0.022914402604420354,1.507596955957725,0.00022065914016543135,-0.056820824857833255,-0.0013417510483704105,18.310966312730123,0.056837092851908806,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.83507668395215,0.0,1.0,87.19635636300067,4705.362797931159,1.0,1.0,-1.887193585649787,18.833928173795886,-0.0031861778493155754,-44.08435906706946,1.0,20.159393524313657,1.0,-0.01322277616761533,4.181187562789071,0.9477637462295245,1.0,0.2756659793624844,7.483512588187403
0.15,0.15,1.0,18.547936065215143,-0.04428893492982039,1.6684163105759313,-0.00158959931042116,-0.049940256266360866,-3.1143085583690494e-05,18.62287589966871,0.049965558055617344,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.83507668395215,0.0,1.0,87.47248388332886,4732.516378393873,1.0,1.0,-1.887193585649787,18.833928173795886,-0.0031861778493155754,-44.08435906706946,1.0,20.159393524313657,1.0,-0.01322277616761533,4.181187562789071,0.9477637462295245,1.0,0.2756659793624844,7.483512588187403
0.18,0.18,1.0,18.753214701569945,-0.05560065963684891,1.8890093707736373,-0.0010637660494835742,-0.059847877355273846,0.00077437161324682,18.84819645163435,0.0598623393590272,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.08187480272944,0.0,1.0,87.96371838034176,4835.794044713838,1.0,1.0,-0.5292891007058576,18.72174359807949,0.03395657026047176,-44.2246860112258,1.0,21.361401433256283,1.0,0.007989099806898024,4.1389350818013275,0.9467305809702523,1.0,-0.5170121922993067,6.703097305082287
0.21,0.21,1.0,19.043942513026586,0.05301886777827848,2.089874603681286,-0.0024846035030920074,-0.05046733041262189,0.00273664429204308,19.158343699258396,0.050602508984491076,1.0,0.0,18.158695065027977,-0.8509669720612799,22.527960195728404,88.7926495699865,-0.10867357058697534,6.691812551598902,1.0,20.08187480272944,0.0,1.0,88.74410393150788,4826.273892044203,1.0,1.0,-0.5292891007058576,18.72174359807949,0.03395657026047176,-44.2246860112258,1.0,21.361401433256283,1.0,0.007989099806898024,4.1389350818013275,0.9467305809702523,1.0,-0.5170121922993067,6.703097305082287
0.24,0.24,1.0,19.344693632310843,-0.06643033005079402,2.2924102424567083,-0.0011281488321422625,-0.037253664049117,0.0028833722643835068,19.480162459190087,0.03738210856127504,1.0,0.0,18.158695065027977,-0.8509669720612799,22.527960195728404,88.7926495699865,-0.10867357058697534,6.691812551598902,1.0,22.184772627810023,0.0,1.0,89.39016185557769,4883.799901611156,1.0,1.0,-0.9678231669464584,18.63271871862083,-0.004924025479897843,-44.29955824964862,1.0,21.59723050518147,1.0,0.016969294953411727,4.126323520968197,0.9457476951266535,1.0,-0.6114745370922305,7.1713687187045565
0.27,0.27,1.0,19.557018677145507,-0.035171949599325424,2.4363364714997946,0.0005022267174624455,-0.0231364895981299,-0.00034800627704507665,19.70822041703961,0.023144556400349715,1.0,0.0,18.158695065027977,-0.8509669720612799,22.527960195728404,88.7926495699865,-0.10867357058697534,6.691812551598902,1.0,22.184772627810023,0.0,1.0,90.06169566647823,4954.428180965652,1.0,1.0,-0.9678231669464584,18.63271871862083,-0.004924025479897843,-44.29955824964862,1.0,21.59723050518147,1.0,0.016969294953411727,4.126323520968197,0.9457476951266535,1.0,-0.6114745370922305,7.1713687187045565
