time_s,x_m,y_m,altitude_m,speed_mps,mass_kg,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,elevator_deg,aileron_deg,rudder_deg,throttle,load_factor_g,alpha_deg,beta_deg,qbar_pa,mach,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,gps_x_m,gps_y_m,gps_z_m,baro_alt_m
0.0,0.0,0.0,20.0,85.37564055396598,18.0,0.0,6.000000000000002,0.0,0.0,0.0,0.0,-4.5,0.0,0.0,0.86,2.238629612507787,11.376705428050744,0.0,4455.946741876431,0.25110482515872345,0.014350936320156566,0.06042709232573829,-0.07145324949244729,-0.001605913436780724,-0.002165633033165182,-0.0004472907168149016,2.0239362103989023,-0.05678065458736507,19.040025698749815,20.500330507731295
0.03,2.55,0.0,20.24,86.0009177898677,17.993630530518093,0.0,5.528080830599704,0.0,0.0,-15.730727912005344,0.0,-9.0,0.0,0.0,0.86,2.2150706958631803,10.768745043846627,0.0,4521.350780166108,0.25294387585255207,21.76929873787001,0.025531440970247316,-2.8100536817087214,0.004366428002945281,-0.27213336413006883,-0.002048782670109113,0.6648454587703148,1.8645638091475825,21.402662438547992,21.01116347288736
0.06,5.119242563615101,0.0,20.475658065718374,86.62199966635008,17.987261061036186,0.0,5.3226400067018265,0.0,0.0,-6.848034800169969,0.0,-13.5,0.0,0.0,0.86,2.1970929060053774,10.417208437661618,0.0,4586.787398483715,0.25477058725397084,21.717482394337207,0.008592997107156773,-3.4769189224917074,0.0002489938879974277,-0.11635126272543864,-0.001548971506436297,5.1225788297837695,-0.1763984421365134,21.54670019965616,20.758319601364633
0.09,7.707636516143052,0.0,20.706418742815167,87.24006273304641,17.98089159155428,0.0,5.889674211704101,0.0,0.0,18.90129443773031,0.0,-9.0,0.0,0.0,0.86,2.2198566119068563,10.829200192949822,0.0,4652.372854098694,0.25658841980307767,21.73352649159351,-0.03457354159256724,-3.848658544699053,0.000788734797209103,0.32853913276971564,0.0004766964040971396,8.923931916533787,0.6209285656577271,20.5114125208003,20.34334272601825
0.12,10.315118459796889,0.0,20.931770921900462,87.86335297966923,17.974522122072372,0.0,6.396273974002372,0.0,0.0,16.886768757939183,0.0,-6.365814954363476,0.0,0.0,0.86,2.238449960357652,11.195779050133126,0.0,4718.986331915379,0.25842162641079186,21.77686729566751,0.03944357851533626,-2.949321643153353,-0.0027294851928002166,0.29452854267819417,0.00015730816665046284,11.334847031727195,-1.2410392089361808,20.585581998320254,20.813413324162134
0.15,12.941776479982153,0.0,21.152314709261123,88.49080683365041,17.968152652590465,0.0,6.493358316194629,0.0,0.0,3.2361455140252975,0.0,-9.627012492749595,0.0,0.0,0.86,2.227726141247003,11.163740603025659,0.0,4786.524482876319,0.2602670789225012,21.793874824013773,0.053607787604158956,-2.3676058944812626,-0.0014689585016740912,0.05613450310154226,0.00022212120534260323,11.483019274046322,1.4089373919070736,19.084631173815932,20.523864703658575
0.18,15.587685964902315,0.0,21.368471139359574,89.11688976851022,17.961783183108558,0.0,6.729949721685348,0.0,0.0,7.886391389004607,0.0,-8.089669413310919,0.0,0.0,0.86,2.238067047914302,11.266778562003275,0.0,4854.393752193137,0.26210849931914765,21.789530551840915,0.003066152749737475,-2.691822314358189,-0.0001201100621601654,0.13767989166424383,-3.919623432948343e-05,14.818245017789957,0.7995161426687653,22.486536402762678,21.09577816339447
0.21,18.252815747392205,0.0,21.579945204665247,89.74539524832858,17.95541371362665,0.0,6.851935061618394,0.0,0.0,4.066179533712067,0.0,-8.853232254695026,0.0,0.0,0.86,2.2373760304737913,11.262140366608728,0.0,4923.007370968899,0.26395704484802524,21.81554204257886,-0.041509783596834826,-2.319632996387716,0.001061349685093875,0.07381028984524085,-0.0005470916391786005,18.15182414301833,-0.16492727771603993,21.82059634052424,21.339241844896996
0.24,20.93720571391659,0.0,21.78697872628445,90.37427252461298,17.949044244144744,0.0,6.997311506254549,0.0,0.0,4.845884087640177,0.0,-8.429305683847506,0.0,0.0,0.86,2.242098170861402,11.282039511362894,0.0,4992.144290979482,0.26580668389592055,21.85425848817906,-0.03382010633293314,-2.271393369924235,0.001479164349220484,0.08667704193259977,0.0009998119988702692,22.048698519628058,0.832709715433696,21.643440778035973,21.618989077732532
0.27,23.640856233089636,0.0,21.989542521403486,91.00444678520788,17.942674774662837,0.0,7.0997560715869215,0.0,0.0,3.4148197541563614,0.0,-8.626700186537617,0.0,0.0,0.86,2.24347351640078,11.262939997896929,0.0,5061.908363439836,0.26766013760355256,21.78864564234336,0.037878494152877855,-2.177543766897795,-0.0028376729027249836,0.059401765324711725,-0.0005384680643527968,22.628974974890784,1.068718058467251,22.395348246229858,22.58510960468622
0.3,26.36378571934255,0.0,22.187742960625993,91.63528589732626,17.93630530518093,0.0,7.202169161971554,0.0,0.0,3.4137705883933163,0.0,-8.466580231656184,0.0,0.0,0.86,2.246488187917797,11.246066630449915,0.0,5132.231778333093,0.2695155467568419,21.786521446834435,-0.015422430001318892,-2.097570069248972,-0.0027680566631708634,0.06010767620077361,0.0016191841979894658,28.06646621497882,-1.3000678309438298,18.659224638018674,23.227868502222325
0.32999999999999996,29.106000001374845,0.0,22.38160861192702,92.26704059317078,17.929935835699023,0.0,7.284259129454538,0.0,0.0,2.736332717515511,0.0,-8.508025085719474,0.0,0.0,0.86,2.248270423364858,11.21192676945531,0.0,5203.144394607203,0.27137364880344345,21.8835945593281,-0.03209241214114667,-1.9469140298518386,0.002549152101820221,0.04595513261197603,-0.002047854556276307,29.092730706811142,-0.24114953352623256,22.402671667233864,22.34169535180079
0.36,31.867510042472233,0.0,22.57120923101339,92.89946466059605,17.923566366217116,0.0,7.362260415730749,0.0,0.0,2.600043277440366,0.0,-8.420678014817872,0.0,0.0,0.86,2.250631487928203,11.176148392951148,0.0,5274.620394976437,0.2732337195899884,21.868112779229637,-0.032578345173567315,-1.9397222205970954,0.0013702422219327845,0.04787079063891389,-0.00398194545340246,32.32070103452317,1.605402161198449,23.42679947854848,21.665013129331086
0.39,34.64832185739108,0.0,22.7565875760555,93.53262641241847,17.91719689673521,0.0,7.428993490886844,0.0,0.0,2.2244360900004336,0.0,-8.411149457807898,0.0,0.0,0.86,2.2524555339036807,11.131807323922379,0.0,5346.669176951327,0.2750959600365249,21.844816597165025,-0.04780444576139571,-1.853947228806475,-0.004086309363898801,0.036875784630785335,0.00269109577185315,34.73217066199497,-1.5412675894174828,22.224391153981113,22.43085051626195
0.42,37.44844302268899,0.0,22.937801380428134,94.16640659348454,17.910827427253302,0.0,7.491760605697639,0.0,0.0,2.0922373696018064,0.0,-8.347076687291366,0.0,0.0,0.86,2.254522205527157,11.085933593910346,0.0,5419.278754035014,0.27696001939260156,21.886965481545,0.028326168566416392,-1.7578112977358658,-0.0012711055311934636,0.03363608819745727,-0.0020442397857012525,38.14334469932721,0.25744234251457326,23.77468761526753,22.60491143077558
0.44999999999999996,40.26787876903801,0.0,23.114897370969487,94.80081892986144,17.904457957771395,0.0,7.547613979323249,0.0,0.0,1.8617792682885403,0.0,-8.318597230979336,0.0,0.0,0.86,2.25632248141212,11.03566438398268,0.0,5492.452187186244,0.27882593802900424,21.895624966097,-0.008172359477985596,-1.6732354426565617,0.003022663337830164,0.030038992485488806,-0.0011844703614280934,40.05226112224531,1.3197082398617102,22.42429869393394,23.62789896161509
0.48,43.106634806972274,0.0,23.287928870665077,95.43579412554709,17.89808848828949,0.0,7.600350058514942,0.0,0.0,1.757869430490932,0.0,-8.263436747853502,0.0,0.0,0.86,2.2582492674615557,10.984647888579826,0.0,5566.182893337454,0.2806935121339621,21.8941959992138,-0.03422037132316109,-1.5877174820651239,-0.0014262185932063394,0.03147497607087649,-0.0007342920741493776,42.255919135654565,1.0212255323308237,23.93561764709737,23.244778924015513
0.51,45.964715554874815,0.0,23.456944132713435,96.07132873357006,17.89171901880758,0.0,7.6485326936806475,0.0,0.0,1.6060879335076466,0.0,-8.22750077885539,0.0,0.0,0.86,2.260031843345242,10.931473665408387,0.0,5640.471810714278,0.2825627315693237,21.874741551778587,-0.02256176973167099,-1.4901878806118922,-0.0005434822850473286,0.025065803789359804,-0.000978144010719418,46.51705443227093,0.5111179869842327,24.78251178122874,23.577386266277717
0.54,48.84212556960467,0.0,23.621995007605573,96.70737643721768,17.885349549325674,0.0,7.694388420384496,0.0,0.0,1.5285243050508281,0.0,-8.176705886925804,0.0,0.0,0.86,2.2618993297066714,10.878273654412983,0.0,5715.314798744999,0.2844334601094637,21.871035069891427,0.023147521669002826,-1.4025470519014793,0.002066191040982793,0.02614990866931947,-0.002166615373037851,48.701017692595585,-0.132444167444282,22.437105965406165,22.953370678535897
