scenario,sample_index,seed,duration_s,final_x_m,final_y_m,final_altitude_m,final_speed_mps,max_altitude_m,max_speed_mps,max_load_factor_g,max_qbar_pa,event_count,run_dir
nominal_ascent_mc_000,0,91,18.0,3599.412758128069,0.0,346.9946352791087,201.21858419331656,346.9946352791087,264.82406921491435,2.303771101245731,41983.41516283876,2,outputs/monte_carlo_mass_only_check/nominal_ascent_mc_000
nominal_ascent_mc_001,1,92,18.0,3637.440497721801,0.0,347.55101696457996,202.9794639513818,347.55101696457996,267.6524757095789,2.3421240209179133,42835.731202222385,2,outputs/monte_carlo_mass_only_check/nominal_ascent_mc_001
nominal_ascent_mc_002,2,93,18.0,3588.841574686573,0.0,347.9096617322001,201.07864876372022,347.9096617322001,264.74737532434483,2.2868693948516543,41974.058381212766,2,outputs/monte_carlo_mass_only_check/nominal_ascent_mc_002
