time_s,x_m,y_m,altitude_m,vx_mps,vy_mps,vz_mps,speed_mps,mass_kg,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,alpha_deg,beta_deg,qbar_pa,mach,airspeed_mps,load_factor_g,density_kgpm3,pressure_pa,temperature_k,wind_x_mps,wind_y_mps,wind_z_mps,thrust_n,mass_flow_kgps,propulsion_throttle_actual,propulsion_health,energy_j_per_kg,target_distance_m,guidance_mode,pitch_command_deg,heading_command_deg,roll_command_deg,elevator_command_deg,aileron_command_deg,rudder_command_deg,elevator_deg,aileron_deg,rudder_deg,throttle,elevator_saturated,aileron_saturated,rudder_saturated,elevator_failed,aileron_failed,rudder_failed,elevator_raw_rad,aileron_raw_rad,rudder_raw_rad,elevator_effective_rad,aileron_effective_rad,rudder_effective_rad,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,optical_flow_valid,horizon_valid,horizon_roll_deg,horizon_pitch_deg
9.56,2756.569300254015,0.0,14431.588342152687,400.56834068303436,0.0,0.3544335659517387,400.56849748914624,18.27407441305833,0.0,4.193694840071369,0.0,0.0,-26.513030878117906,0.0,4.142998017370742,0.0,16994.968405634587,1.3575395162862924,400.56849748914624,2.691561348570772,0.21183454015773107,13173.990960226216,216.64999999999998,0.0,0.0,0.0,566.9244444444445,0.2820009987968316,0.92,nominal,221753.09640592773,nan,pitch_program,9.064,0.0,0.0,-1.555061928012578,-0.0,0.0,-4.461076911568996,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.0778604802915789,0.0,0.0,-0.0778604802915789,0.0,0.0,9.56,1.0,22.150172567243462,-0.0220179699268595,14.317336453123481,-0.0016966962151341708,-0.46083999418123184,0.0024675792401588534,26.374547439939192,0.46084972383881356,1.0,0.0,2691.003548169616,7.81487452893402,14433.323057537045,397.31607076303,-0.096349421829005,-0.7406008663831392,1.0,14433.359850769926,0.0,1.0,400.35277557431414,17167.181163507757,1.0,1.0,-0.31322987356835047,20.974637032329124,-0.031209511503039404,-43.16199134540007,0.0,0.0,1.0,-0.2225113516082501,3.793247004879072
9.6,2772.6085341483385,0.0,14431.60864402291,401.3855056388226,0.0,0.6856925699110854,401.38609132758165,18.26279539005921,0.0,5.186092216778277,0.0,0.0,-19.705995213312644,0.0,5.088213116687041,0.0,17064.360884229678,1.3603103680904296,401.38609132758165,3.017551182592694,0.21183386199766055,13173.948785448523,216.64999999999998,0.0,0.0,0.0,566.8222222222222,0.28195015115911126,0.92,nominal,222081.13206452414,nan,pitch_program,9.040000000000001,0.0,0.0,3.7423778547606634,-0.0,0.0,0.33892308843100355,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.005915323804148914,0.0,0.0,0.005915323804148914,0.0,0.0,9.6,1.0,21.552631827648298,0.032409799175602855,20.302619626206308,0.0007237540623753005,-0.3460085428872113,0.0004150273515579333,29.60934569995863,0.3460095487390145,1.0,0.0,2774.5060240572716,2.7744566112397107,14430.988958283144,401.29518983807947,-0.16195340723813595,0.618495280548969,1.0,14435.659124191492,0.0,1.0,401.74193701717763,17060.095880488418,1.0,1.0,1.0730530707789905,20.095194294926962,-0.03636912126666726,-43.61735000839676,0.0,0.0,1.0,0.1708857067141574,4.826019951594617
9.64,2788.679513415264,0.0,14431.646337247359,402.1645619221492,0.0,1.1951170415765526,402.16633768973907,18.2515184009656,0.0,5.094332250786122,0.0,0.0,24.29400478668736,0.0,4.924066226821556,0.0,17130.66568030059,1.3629546480967374,402.16633768973907,2.838488529949595,0.21183260290563677,13173.870482510169,216.64999999999998,0.0,0.0,0.0,566.72,0.281899303521391,0.92,nominal,222394.98613855542,nan,pitch_program,9.016,0.0,0.0,-7.512279185630941,-0.0,0.0,-4.461076911568996,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.0778604802915789,0.0,0.0,-0.0778604802915789,0.0,0.0,9.64,1.0,21.590423212525195,-0.04747043473396043,17.543167211770157,-0.0018299426698963606,0.42453813073130936,0.0011988566107992492,27.819262099456342,0.4245437673458211,1.0,0.0,2774.5060240572716,2.7744566112397107,14430.988958283144,401.29518983807947,-0.16195340723813595,0.618495280548969,1.0,14428.171951230122,0.0,1.0,402.48482495787965,16905.567590887986,1.0,1.0,1.0730530707789905,20.095194294926962,-0.03636912126666726,-43.61735000839676,0.0,0.0,1.0,0.1708857067141574,4.826019951594617
9.68,2804.782445232733,0.0,14431.700631025997,402.9892664095173,0.0,1.4955636977476736,402.9920415492779,18.2402434457775,0.0,4.192033435165839,0.0,0.0,17.397933868676205,0.0,3.9793997458238586,0.0,17200.93394152194,1.3657529850231316,402.99204154927793,2.558040706461893,0.21183078930733548,13173.75769482404,216.64999999999998,0.0,0.0,0.0,566.6177777777779,0.28184845588367075,0.92,nominal,222727.92976927853,nan,pitch_program,8.992,0.0,0.0,-12.712813406976574,-0.0,0.0,-9.261076911568995,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.1616362843873067,0.0,0.0,-0.1616362843873067,0.0,0.0,9.68,1.0,22.212122925118383,0.06808687779376538,11.636291667795337,0.0021389607787640355,0.3012269509787282,0.00275104748049696,25.07561214490088,0.30124710689298606,1.0,0.0,2774.5060240572716,2.7744566112397107,14430.988958283144,401.29518983807947,-0.16195340723813595,0.618495280548969,1.0,14433.966137184914,0.0,1.0,403.8217405118613,17160.87585056783,1.0,1.0,-0.4140419064130974,20.89838657795892,0.03458294366760444,-43.26812684255542,0.0,0.0,1.0,-0.6619763543576364,4.644251820731219
9.72,2820.919157179189,0.0,14431.762906034674,403.8447317906089,0.0,1.6233268777237555,403.84799440529696,18.22897052449491,0.0,4.3761156280857465,0.0,0.0,-26.6020661313238,0.0,4.145806128910925,0.0,17273.911285561746,1.3686538367711034,403.8479944052969,2.697419297018941,0.21182870912771345,13173.62832844443,216.64999999999998,0.0,0.0,0.0,566.5155555555556,0.2817976082459504,0.92,nominal,223073.8489950553,nan,pitch_program,8.968,0.0,0.0,-1.3535867028725408,-0.0,0.0,-4.461076911568996,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.0778604802915789,0.0,0.0,-0.0778604802915789,0.0,0.0,9.72,1.0,22.144270440370452,-0.02290213271784563,14.576204924059827,-0.0032239864194571364,-0.462518710424556,0.0038512430041768974,26.511035208609517,0.46254598004296216,1.0,0.0,2774.5060240572716,2.7744566112397107,14430.988958283144,401.29518983807947,-0.16195340723813595,0.618495280548969,1.0,14431.561045547642,0.0,1.0,403.6001922355131,17308.971854932435,1.0,1.0,-0.4140419064130974,20.89838657795892,0.03458294366760444,-43.26812684255542,0.0,0.0,1.0,-0.6619763543576364,4.644251820731219
9.76,2837.089285623616,0.0,14431.834257523336,404.653638880188,0.0,1.969599987098695,404.65843224018795,18.217699637117825,0.0,5.369443570284296,0.0,0.0,-19.61667525691767,0.0,5.090565871993276,0.0,17343.115917976862,1.3714004366491628,404.65843224018795,3.0358552058472976,0.21182632579044644,13173.480108689582,216.64999999999998,0.0,0.0,0.0,566.4133333333333,0.28174676060823006,0.92,nominal,223402.17081308458,nan,pitch_program,8.943999999999999,0.0,0.0,3.926846191299562,-0.0,0.0,0.33892308843100355,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.005915323804148914,0.0,0.0,0.005915323804148914,0.0,0.0,9.76,1.0,21.38267781716138,0.01707651541281983,20.73774214284203,-5.680208654097214e-05,-0.34222070382638586,-0.0003895483007977734,29.78713063426738,0.3422209302508872,1.0,0.0,2774.5060240572716,2.7744566112397107,14430.988958283144,401.29518983807947,-0.16195340723813595,0.618495280548969,1.0,14431.369221133884,0.0,1.0,404.13676969821455,17096.5640968388,1.0,1.0,0.025694522241348224,20.033129753938603,0.002210350618604666,-43.601592937173024,0.0,0.0,1.0,0.18940773691335258,5.228981603440337
9.8,2853.2908019279207,0.0,14431.92365912977,405.42336347249807,0.0,2.4964114159464432,405.43104927880273,18.20643078364625,0.0,5.274110814815522,0.0,0.0,24.383324743082337,0.0,4.921314100898346,0.0,17409.160365595762,1.3740188606327015,405.43104927880273,2.8495512660321305,0.21182333956712085,13173.294395448165,216.64999999999998,0.0,0.0,0.0,566.3111111111111,0.2816959129705098,0.92,nominal,223715.99201146045,nan,pitch_program,8.92,0.0,0.0,-7.359022439624286,-0.0,0.0,-4.461076911568996,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.0778604802915789,0.0,0.0,-0.0778604802915789,0.0,0.0,9.8,1.0,21.534103962019476,0.022361194302276045,17.90319773522658,-0.001194496411527517,0.42388369957857003,0.0006482958599561419,28.004332211582827,0.4238858783654093,1.0,0.0,2848.690446716161,5.405305467919966,14442.71812607729,405.1427167398189,0.18159998776509972,2.4721439029784276,1.0,14430.238720787194,0.0,1.0,405.5741231975669,17151.994666682287,1.0,1.0,0.025694522241348224,20.033129753938603,0.002210350618604666,-43.601592937173024,0.0,0.0,1.0,0.18940773691335258,5.228981603440337
9.84,2869.5239300015996,0.0,14432.030273755092,406.24048199061144,0.0,2.809945125538678,406.25019999942504,18.195163964080184,0.0,4.371354232648111,0.0,0.0,17.277992074197893,0.0,3.975048507441059,0.0,17479.28603695912,1.3767949887606237,406.25019999942504,2.557828664818929,0.21181977844363195,13173.07292916313,216.64999999999998,0.0,0.0,0.0,566.208888888889,0.2816450653327895,0.92,nominal,224049.4821839068,nan,pitch_program,8.896,0.0,0.0,-12.531345570663984,-0.0,0.0,-9.261076911568995,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.1616362843873067,0.0,0.0,-0.1616362843873067,0.0,0.0,9.84,1.0,22.061902862702194,0.032492349717993044,11.791718921172428,0.0003777244170595057,0.3023181801909735,0.0009057760358087521,25.015460195487776,0.30231977305486357,1.0,0.0,2848.690446716161,5.405305467919966,14442.71812607729,405.1427167398189,0.18159998776509972,2.4721439029784276,1.0,14430.633315333163,0.0,1.0,406.28334677808846,17229.644395141455,1.0,1.0,0.796429947473808,20.79776004822018,0.039041955532280265,-43.36937329724556,0.0,0.0,1.0,-0.714217442710892,4.7288332579921475
9.88,2885.7905606937816,0.0,14432.14532944317,407.08937767616015,0.0,2.9481678289170263,407.100052948057,18.183899178419626,0.0,4.560234085558139,0.0,0.0,-26.72200792580211,0.0,4.145301566688764,0.0,17552.17547825879,1.3796751677263488,407.100052948057,2.7030789822816352,0.2118159354403743,13172.833932774067,216.64999999999998,0.0,0.0,0.0,566.1066666666667,0.28159421769506915,0.92,nominal,224396.22455013928,nan,pitch_program,8.872,0.0,0.0,-1.1303762971213696,-0.0,0.0,-4.461076911568996,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.0778604802915789,0.0,0.0,-0.0778604802915789,0.0,0.0,9.88,1.0,22.063354907229503,0.05427376080296473,14.817678215805135,-7.037048118889826e-05,-0.46696644252447916,-0.0031856373759733517,26.577399479832973,0.4669773138830874,1.0,0.0,2848.690446716161,5.405305467919966,14442.71812607729,405.1427167398189,0.18159998776509972,2.4721439029784276,1.0,14437.2145777053,0.0,1.0,406.89932696013307,17355.622586389964,1.0,1.0,0.796429947473808,20.79776004822018,0.039041955532280265,-43.36937329724556,0.0,0.0,1.0,-0.714217442710892,4.7288332579921475
9.92,2902.090313399543,0.0,14432.269960815054,407.8899788667071,0.0,3.309139747219214,407.90340188057934,18.172636426664578,0.0,5.556853630501648,0.0,0.0,-19.603497461604313,0.0,5.09203323373951,0.0,17621.170519083324,1.3823977430863719,407.9034018805793,3.0544841594545753,0.2118117726760216,13172.575050441133,216.64999999999998,0.0,0.0,0.0,566.0044444444444,0.2815433700573488,0.92,nominal,224724.81284410163,nan,pitch_program,8.847999999999999,0.0,0.0,4.146820578373331,-0.0,0.0,0.33892308843100355,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.005915323804148914,0.0,0.0,0.005915323804148914,0.0,0.0,9.92,1.0,21.308198894780674,0.007748096553919737,21.059459179732666,-0.0016414058655873246,-0.3400274944459979,0.0027780343960253995,29.95897563528097,0.34004280416962834,1.0,0.0,2848.690446716161,5.405305467919966,14442.71812607729,405.1427167398189,0.18159998776509972,2.4721439029784276,1.0,14432.043313075528,0.0,1.0,407.64012922273497,17657.518250665158,1.0,1.0,0.7019504698592036,19.837040156457725,0.06483255130513543,-43.67867660252349,0.0,0.0,1.0,-0.46961560215925374,4.484864992987094
9.96,2918.4210908282644,0.0,14432.413297742392,408.6501356980259,0.0,3.8535055677938064,408.6683042654226,18.16137570881504,0.0,5.460993764515574,0.0,0.0,24.39650253839569,0.0,4.920719720573964,0.0,17686.91931164908,1.3849900218602527,408.6683042654226,2.8614840169483635,0.21180698523577926,13172.277319511946,216.64999999999998,0.0,0.0,0.0,565.9022222222222,0.2814925224196285,0.92,nominal,225038.51732189342,nan,pitch_program,8.824,0.0,0.0,-7.163192467665959,-0.0,0.0,-4.461076911568996,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,-0.0778604802915789,0.0,0.0,-0.0778604802915789,0.0,0.0,9.96,1.0,21.39703875016906,-0.045262736381480644,18.157943582251836,-0.0001297599087457476,0.42761442655434095,-0.0040758265479814565,28.063254107957288,0.42763387026413263,1.0,0.0,2848.690446716161,5.405305467919966,14442.71812607729,405.1427167398189,0.18159998776509972,2.4721439029784276,1.0,14431.770940742792,0.0,1.0,408.5976402709731,17460.463492369996,1.0,1.0,0.7019504698592036,19.837040156457725,0.06483255130513543,-43.67867660252349,0.0,0.0,1.0,-0.46961560215925374,4.484864992987094
