scenario,sample_index,seed,duration_s,final_x_m,final_y_m,final_altitude_m,final_speed_mps,max_altitude_m,max_speed_mps,max_load_factor_g,max_qbar_pa,event_count,run_dir
nominal_ascent_mc_000,0,77,18.0,3593.9677633909428,0.0,362.4268494459819,202.81067873289948,362.4268494459819,264.3330617160552,2.275921102363464,41767.79302086765,2,outputs/monte_carlo_nominal/nominal_ascent_mc_000
nominal_ascent_mc_001,1,78,18.0,3619.422996555763,0.0,344.7043179893293,203.699893881515,344.7043179893293,266.32061293072735,2.298747623388016,42390.641686137016,2,outputs/monte_carlo_nominal/nominal_ascent_mc_001
nominal_ascent_mc_002,2,79,18.0,3588.5019412790452,0.0,369.85493579732264,202.56771074641662,369.85493579732264,263.929786250125,2.299180643631678,41634.47072247272,2,outputs/monte_carlo_nominal/nominal_ascent_mc_002
