row,c0,c1,c2,c3
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,3.047820740853524,0.0,0.0,26.541892463054495
4.0,0.0,0.0,14.110514055939666,0.0
5.0,19.110043059926696,0.0,0.0,-4.233110835860643
6.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
10.0,0.0,60.84546640825764,0.0,0.0
11.0,411.7272445103366,0.0,0.0,0.0
12.0,0.0,0.0,-50.41399459274012,0.0
13.0,0.0,0.0,0.0,-0.25040953540292343
