row,c0,c1,c2,c3
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,-0.31969093827299844,0.0,0.0,26.220281287674396
4.0,0.0,0.0,5.5428414956303005,0.0
5.0,7.594885808810403,0.0,0.0,1.1036882630754974
6.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0
10.0,0.0,24.110414129495158,0.0,0.0
11.0,163.03833709744725,0.0,0.0,0.0
12.0,0.0,0.0,-19.99149395432441,0.0
13.0,0.0,0.0,0.0,-0.25217497205978767
