time_s,x_m,y_m,altitude_m,vx_mps,vy_mps,vz_mps,speed_mps,mass_kg,roll_deg,pitch_deg,yaw_deg,p_dps,q_dps,r_dps,alpha_deg,beta_deg,qbar_pa,mach,airspeed_mps,load_factor_g,density_kgpm3,pressure_pa,temperature_k,wind_x_mps,wind_y_mps,wind_z_mps,thrust_n,mass_flow_kgps,propulsion_throttle_actual,propulsion_health,energy_j_per_kg,target_distance_m,guidance_mode,pitch_command_deg,heading_command_deg,roll_command_deg,elevator_command_deg,aileron_command_deg,rudder_command_deg,elevator_deg,aileron_deg,rudder_deg,throttle,elevator_saturated,aileron_saturated,rudder_saturated,elevator_failed,aileron_failed,rudder_failed,elevator_raw_rad,aileron_raw_rad,rudder_raw_rad,elevator_effective_rad,aileron_effective_rad,rudder_effective_rad,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,radar_agl_m,optical_flow_valid,optical_flow_x_radps,optical_flow_y_radps,optical_flow_quality,horizon_valid,horizon_roll_deg,horizon_pitch_deg
0.0,0.0,0.0,20.0,85.0,0.0,8.0,85.37564055396598,18.0,0.0,6.000000000000002,0.0,0.0,0.0,0.0,0.6169987648720024,0.0,4445.560332884186,0.250651868342899,85.27608105441995,1.74634069828506,1.2226496753673843,101084.96761777384,288.02,0.1,0.0,0.0,326.8,0.17539118863220368,0.86,nominal,3840.633,nan,pitch_program,13.0,0.0,0.0,-20.05352282957881,-0.0,0.0,-2.6999999999999997,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.047123889803846894,0.0,0.0,-0.047123889803846894,0.0,0.0,0.0,1.0,17.092684802550952,-0.04331266066330364,0.17133629194414204,0.0016677683591043149,0.0011681274632859406,0.0012765720485123657,17.09359838860347,0.00240324973008537,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.771163472887363,0.0,1.0,85.52743876012808,4455.110504654227,1.0,1.0,-0.8198733225718878,19.523475325297145,-0.00615746722134172,-43.81279554351524,1.0,20.39618647858491,1.0,-0.0077448575321814855,4.273240466216326,0.95,1.0,0.17459483210835952,5.697481511065039
0.03,2.565310932297066,0.0,20.232946462003074,85.51036440990221,0.0,7.764882066769182,85.86219083522796,17.994738264341034,0.0,6.265543957279823,0.0,0.0,-8.85148108657323,0.0,1.070913132337987,0.0,4496.330359733195,0.2520825585697221,85.76260106913224,1.7744051693148448,1.2226223205068891,101082.17459824144,288.01848584799694,0.1,0.0,0.0,332.605,0.1785066900092231,0.86,nominal,3884.5753319341547,nan,pitch_program,12.985,0.0,0.0,-1.4311607468836844,-0.0,0.0,-1.9386964481302105,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.03383663621659164,0.0,0.0,-0.03383663621659164,0.0,0.0,0.03,1.0,17.399563908154988,-0.024205067786461216,0.6245037421297015,0.001972178925766813,-0.15516674912873246,0.0016995476198838452,17.410784445372077,0.1551885884561313,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.771163472887363,0.0,1.0,85.34892133282018,4483.358861672386,1.0,1.0,-0.8198733225718878,19.523475325297145,-0.00615746722134172,-43.81279554351524,1.0,20.39618647858491,1.0,-0.0077448575321814855,4.273240466216326,0.95,1.0,0.17459483210835952,5.697481511065039
0.06,5.1461188055097455,0.0,20.45932703460782,86.02692910708932,0.0,7.5460190868249315,86.35725178382472,17.98938306364076,0.0,6.6415406742106615,0.0,0.0,-12.533268876328767,0.0,1.622756709496247,0.0,4548.288160113672,0.2535382618256239,86.25763473359028,1.8030346834414175,1.2225957371261968,101079.46036335458,288.01701437427505,0.1,0.0,0.0,338.40999999999997,0.18162219138624247,0.86,nominal,3929.4249272913858,nan,pitch_program,12.97,0.0,0.0,-0.29555999723949455,-0.0,0.0,-0.952814577595781,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.016629751540045375,0.0,0.0,-0.016629751540045375,0.0,0.0,0.06,1.0,17.700137184738395,-0.048625240197861,1.2138343200680939,-0.003446139225741984,-0.22021576643134108,-0.00034689119184351384,17.741775968857183,0.2202430021453693,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.525963396210603,0.0,1.0,85.83866806318858,4515.428198159397,1.0,1.0,0.07665381874344163,19.002108910043237,-0.026858555853548426,-44.03812323241756,1.0,20.4443132768378,1.0,0.00018197912592243334,4.219022449652482,0.9488516824134805,1.0,-0.15907090264631085,6.462553049278621
0.09,7.742577523969535,0.0,20.67976132165739,86.54862394865964,0.0,7.347809568319027,86.85997129206746,17.983934397899173,0.0,6.947358157698034,0.0,0.0,-10.193940317640914,0.0,2.089108086183784,0.0,4601.358577346906,0.2550164757660258,86.7603301519136,1.8327612336310346,1.2225698524298665,101076.81747935117,288.0155815514092,0.1,0.0,0.0,344.215,0.18473769276326188,0.86,nominal,3975.1264877944222,nan,pitch_program,12.955,0.0,0.0,-0.7043337369541851,-0.0,0.0,-0.8037260732108235,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.014027666261653863,0.0,0.0,-0.014027666261653863,0.0,0.0,0.09,1.0,17.961388064144753,-0.01094183278357201,1.5539371777813669,0.0004011470069548937,-0.1796088276112772,0.0025448602353110453,18.02848583955395,0.17962730357168963,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.525963396210603,0.0,1.0,87.13082775381743,4633.288543943164,1.0,1.0,0.07665381874344163,19.002108910043237,-0.026858555853548426,-44.03812323241756,1.0,20.4443132768378,1.0,0.00018197912592243334,4.219022449652482,0.9488516824134805,1.0,-0.15907090264631085,6.462553049278621
0.12,10.354861108970548,0.0,20.89472141037526,87.07611950003377,0.0,7.165336290595703,87.37043339334816,17.978392267116273,0.0,7.126370522882172,0.0,0.0,-5.967083693493415,0.0,2.41681900086159,0.0,4655.564435476498,0.25651744650944075,87.27077063623011,1.8629231332983838,1.2225446109500209,101074.24028181692,288.01418431083255,0.1,0.0,0.0,350.02,0.1878531941402813,0.86,nominal,4021.7035353898013,nan,pitch_program,12.94,0.0,0.0,-1.6558843093309195,-0.0,0.0,-1.3150210148828811,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.02295144644262363,0.0,0.0,-0.02295144644262363,0.0,0.0,0.12,1.0,18.21829810282599,-0.01413003862604277,1.7634873583698867,0.0017811967641120853,-0.10346891431881361,-0.0028376729027249836,18.30345522256809,0.10352314369129897,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.83529658613723,0.0,1.0,87.16307702335955,4701.776117674358,1.0,1.0,-1.8951218293581098,18.641446361920053,-0.005790965511073151,-44.16605659411348,1.0,20.159613426498737,1.0,-0.013840283315854317,4.180354276370858,0.9477631964740618,1.0,0.28335723464815654,7.733110422146698
0.15,12.983180007846089,0.0,21.104490458840125,87.61062996251805,0.0,6.9923016154955135,87.88921870349813,17.972756671292064,0.0,7.221545008288599,0.0,0.0,-3.1724835763617816,0.0,2.653185335992579,0.0,4710.9823533451745,0.25804287915480306,87.78953604114116,1.8934272412670847,1.2225199794074058,101071.72537195275,288.01282081201754,0.1,0.0,0.0,355.825,0.1909686955173007,0.86,nominal,4069.2217335138475,nan,pitch_program,12.925,0.0,0.0,-2.296257668645932,-0.0,0.0,-1.9037630071407117,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.033226932652273736,0.0,0.0,-0.033226932652273736,0.0,0.0,0.15,1.0,18.516821813157364,-0.03605765477427094,1.9058459830597931,-0.00013304420042076212,-0.05550342377606833,-0.0016289172586783655,18.61467805592762,0.05552748079159285,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.83529658613723,0.0,1.0,87.43775343758583,4728.7738097305655,1.0,1.0,-1.8951218293581098,18.641446361920053,-0.005790965511073151,-44.16605659411348,1.0,20.159613426498737,1.0,-0.013840283315854317,4.180354276370858,0.9477631964740618,1.0,0.28335723464815654,7.733110422146698
0.18,15.627766076554385,0.0,21.309260949856018,88.1528689569432,0.0,6.825683033863089,88.416730623897,17.967027610426545,0.0,7.291287142370331,0.0,0.0,-2.324738089761469,0.0,2.8586967833476105,0.0,4767.671604542293,0.2595939587975612,88.31702939086763,1.9243823011699746,1.2224959351725904,101069.27043839869,288.0114898038259,0.1,0.0,0.0,361.63,0.19408419689432013,0.86,nominal,4117.7315910032885,nan,pitch_program,12.91,0.0,0.0,-2.464109562313981,-0.0,0.0,-2.239970940244673,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.0390948680562627,0.0,0.0,-0.0390948680562627,0.0,0.0,0.18,1.0,18.725875435762575,-0.04780444576139571,2.0644124873912055,0.00013974800767314763,-0.04314311322855691,-0.0008869940367906495,18.83938680049931,0.04315245655787204,1.0,0.0,-1.885154541229685,1.8645638091475825,21.162662438547994,85.32748210022089,0.18147237523479218,7.846341299741817,1.0,20.083368140686378,0.0,1.0,87.9274395628854,4831.822909025133,1.0,1.0,-0.5428950996559269,18.543801165891097,0.02966309435753329,-44.29957382061814,1.0,21.36289477121322,1.0,0.006974051956994979,4.137679149220372,0.94672684762536,1.0,-0.5040599611879599,6.9335451798726115
0.21,18.288854019713614,0.0,21.509225929792198,88.70293143864099,0.0,6.665499331206047,88.9530152785309,17.961205084519715,0.0,7.360453185216346,0.0,0.0,-2.3055350415165363,0.0,3.058259551952201,0.0,4825.653992901376,0.26117082128062113,88.85329673599526,1.955730175605027,1.2224724555519986,101066.87316330899,288.0101900314563,0.1,0.0,0.0,367.435,0.19719969827133954,0.86,nominal,4167.252914035673,nan,pitch_program,12.895,0.0,0.0,-2.425098066706578,-0.0,0.0,-2.351047216121816,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.0410335147911724,0.0,0.0,-0.0410335147911724,0.0,0.0,0.21,1.0,19.019328591443234,0.06045326675660328,2.2376387275227057,-0.0011844703614280934,-0.038529172192415695,0.0010356537480328346,19.150601602604056,0.0385612844515809,1.0,0.0,18.158013233676446,-0.8507156713177079,22.530451462123022,88.78389253569503,-0.10696639449047544,6.725076832854957,1.0,20.083368140686378,0.0,1.0,88.70643832116538,4822.18354769566,1.0,1.0,-0.5428950996559269,18.543801165891097,0.02966309435753329,-44.29957382061814,1.0,21.36289477121322,1.0,0.006974051956994979,4.137679149220372,0.94672684762536,1.0,-0.5040599611879599,6.9335451798726115
0.24,20.96667519412231,0.0,21.704601676278898,89.26070581362312,0.0,6.51252488289002,89.49796971270597,17.955289093571576,0.0,7.423496158510436,0.0,0.0,-2.1014326551491402,0.0,3.2458855354037843,0.0,4884.935426210259,0.2627731645203938,89.3982351141996,1.9872900654479597,1.2224495151262742,101064.53095059805,288.00892008910415,0.1,0.0,0.0,373.24,0.20031519964835895,0.86,nominal,4217.792723376897,nan,pitch_program,12.88,0.0,0.0,-2.435693483566148,-0.0,0.0,-2.401834976588415,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.04191992843102876,0.0,0.0,-0.04191992843102876,0.0,0.0,0.24,1.0,19.320461325427612,-0.05931437453800777,2.4517602908023877,0.0004014737785476082,-0.036632947413726406,0.0011573760834501412,19.475494154088267,0.03665342462595068,1.0,0.0,18.158013233676446,-0.8507156713177079,22.530451462123022,88.78389253569503,-0.10696639449047544,6.725076832854957,1.0,22.18845235475031,0.0,1.0,89.35119915519657,4879.543916164063,1.0,1.0,-0.9874075351661772,18.47127558281517,-0.01105574941250553,-44.367028687239376,1.0,21.60091023212176,1.0,0.015553992101837083,4.12454733227962,0.9457384958093028,1.0,-0.5929147826834491,7.380231104193403
0.27,23.6614613687905,0.0,21.895604932712324,89.82620582227308,0.0,6.366775214447579,90.05155789355713,17.949279637582126,0.0,7.4685312948386455,0.0,0.0,-1.5011712882274426,0.0,3.409751041661538,0.0,4945.529165176876,0.2644008829537982,89.95180841924312,2.018901641149729,1.2224270884233954,101062.24119886661,288.0076785679373,0.1,0.0,0.0,379.045,0.20343070102537836,0.86,nominal,4269.364073641718,nan,pitch_program,12.865,0.0,0.0,-2.555376996494593,-0.0,0.0,-2.493960188532122,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.04352781670354405,0.0,0.0,-0.04352781670354405,0.0,0.0,0.27,1.0,19.532870641218416,-0.02835453910261265,2.607829090082322,0.0019072580176267414,-0.024088372265605812,-0.002090558849283284,19.706207449165344,0.02425402539486024,1.0,0.0,18.158013233676446,-0.8507156713177079,22.530451462123022,88.78389253569503,-0.10696639449047544,6.725076832854957,1.0,22.18845235475031,0.0,1.0,90.02137224052923,4949.986832354819,1.0,1.0,-0.9874075351661772,18.47127558281517,-0.01105574941250553,-44.367028687239376,1.0,21.60091023212176,1.0,0.015553992101837083,4.12454733227962,0.9457384958093028,1.0,-0.5929147826834491,7.380231104193403
