time_s,sensor_time_s,imu_valid,imu_ax_mps2,imu_ay_mps2,imu_az_mps2,gyro_p_rps,gyro_q_rps,gyro_r_rps,imu_accel_norm_mps2,imu_gyro_norm_rps,gps_valid,gps_latency_s,gps_x_m,gps_y_m,gps_z_m,gps_vx_mps,gps_vy_mps,gps_vz_mps,baro_valid,baro_alt_m,baro_bias_m,pitot_valid,pitot_airspeed_mps,pitot_qbar_pa,pitot_compressibility_factor,mag_valid,mag_heading_deg,mag_x_ut,mag_y_ut,mag_z_ut,radar_valid,radar_agl_m,optical_flow_valid,horizon_valid,horizon_roll_deg,horizon_pitch_deg,optical_flow_x_radps,optical_flow_y_radps,optical_flow_quality
0.0,0.0,1.0,-3.5480593231251762,-2.5021430320107965,0.4715860666353989,0.004569755852035123,2.0133944395973026e-05,0.0001551406198653554,4.367131567894458,0.004572432890142664,1.0,0.0,0.2136181609379939,248.1775623292204,1199.432023011328,47.965355097651184,-2.8354432490463894,-0.9400489124326931,1.0,1200.4838225180154,0.0,1.0,48.58592398693941,1256.4165989432342,1.0,1.0,-5.076838378091929,25.380259330629187,2.105279526919706,-40.71696829171774,1.0,1199.8363803645034,0.0,1.0,-0.03722258901453194,-1.45053139681452,,,
0.04,0.04,1.0,-3.430519058591183,0.45088410575536964,-1.9850123832020343,-0.13168907272373917,0.3129052627455953,0.7653012895888104,3.9889888003910934,0.8372202692093786,1.0,0.0,0.2136181609379939,248.1775623292204,1199.432023011328,47.965355097651184,-2.8354432490463894,-0.9400489124326931,1.0,1199.325770729789,0.0,1.0,48.61246247032485,1274.725643180314,1.0,1.0,-5.076838378091929,25.380259330629187,2.105279526919706,-40.71696829171774,1.0,1199.8363803645034,0.0,1.0,-0.03722258901453194,-1.45053139681452,,,
0.08,0.08,1.0,-3.334496521799024,1.3400096259242622,-3.0183661323121473,0.6357334535443414,0.31718339200100787,0.34194721516908955,4.693082884431988,0.788473351533567,1.0,0.0,0.2136181609379939,248.1775623292204,1199.432023011328,47.965355097651184,-2.8354432490463894,-0.9400489124326931,1.0,1200.1340247370072,0.0,1.0,48.19767554340948,1227.1933185614662,1.0,1.0,-2.7049651554084906,26.446044509674802,0.10296728496700229,-40.0572465845844,1.0,1199.9246386616044,0.0,1.0,1.2681597441222048,-3.171189263239859,,,
0.12,0.12,1.0,-3.186333687379176,-0.6254243456896409,-2.5166786515840114,-0.06677624084042165,0.24230955470746907,-0.3229369059047112,4.108229474463106,0.40922027300540503,1.0,0.0,0.2136181609379939,248.1775623292204,1199.432023011328,47.965355097651184,-2.8354432490463894,-0.9400489124326931,1.0,1200.075134977257,0.0,1.0,48.045713006736186,1249.476679426969,1.0,1.0,-2.7049651554084906,26.446044509674802,0.10296728496700229,-40.0572465845844,1.0,1199.9246386616044,0.0,1.0,1.2681597441222048,-3.171189263239859,,,
0.16,0.16,1.0,-3.012297415079107,0.6626638303477304,-2.156700114679702,0.7031326968484548,0.22007566871620557,0.280187971834217,3.7635640626410005,0.7882475429069462,1.0,0.0,0.2136181609379939,248.1775623292204,1199.432023011328,47.965355097651184,-2.8354432490463894,-0.9400489124326931,1.0,1200.494269024494,0.0,1.0,47.39629948582456,1226.5472235163877,1.0,1.0,-1.0979550247962029,27.09601882585554,-0.789943923124152,-39.628517462277536,1.0,1199.5957998091158,0.0,1.0,3.315960064394205,-4.214704980014365,,,
0.2,0.2,1.0,-2.9388862636862165,-0.7343012342442596,-2.38787496225339,-0.06568238477935391,0.24443950891807523,-0.007377535741676061,3.857226673252792,0.2532178453901553,1.0,0.0,7.665449015723324,250.7096486184378,1199.3506343828033,47.43752217239585,-3.077238132239563,-3.280594364626968,1.0,1199.986463521968,0.0,1.0,47.37852666525787,1221.4695462039203,1.0,1.0,-1.0979550247962029,27.09601882585554,-0.789943923124152,-39.628517462277536,1.0,1199.5957998091158,0.0,1.0,3.315960064394205,-4.214704980014365,,,
0.24,0.24,1.0,-2.8681288458096357,1.6389567008459889,-2.0511774630126034,0.697515310890586,0.2142993074901952,0.6346808296981676,3.8884021304623446,0.9670943892422924,1.0,0.0,7.665449015723324,250.7096486184378,1199.3506343828033,47.43752217239585,-3.077238132239563,-3.280594364626968,1.0,1199.4949693019807,0.0,1.0,47.083407171947414,1204.839144732384,1.0,1.0,-1.5866834206207145,27.823304801237118,-2.4966216841639817,-39.04828609108476,1.0,1199.644583813536,0.0,1.0,4.817094188706836,-5.626396862113751,,,
0.28,0.28,1.0,-2.890034953263836,0.09805236462058615,-2.5384053419481702,-0.0700658537012522,0.2423321311471697,-0.12958919646169417,3.847780915972919,0.28359732981959107,1.0,0.0,7.665449015723324,250.7096486184378,1199.3506343828033,47.43752217239585,-3.077238132239563,-3.280594364626968,1.0,1198.8772645339247,0.0,1.0,47.309699023547104,1216.6015753271888,1.0,1.0,-1.5866834206207145,27.823304801237118,-2.4966216841639817,-39.04828609108476,1.0,1199.644583813536,0.0,1.0,4.817094188706836,-5.626396862113751,,,
0.32,0.32,1.0,-2.74574638996844,1.319273188336636,-1.6720952561594504,0.7003082818927414,0.17538644787517707,0.2929847178168807,3.474983097679695,0.7791226736914237,1.0,0.0,7.665449015723324,250.7096486184378,1199.3506343828033,47.43752217239585,-3.077238132239563,-3.280594364626968,1.0,1199.7763813598667,0.0,1.0,47.001231996029,1222.274480863251,1.0,1.0,-0.8267042102772528,28.47544764356769,-3.7863426396308375,-38.40548311805603,1.0,1199.0023693153696,0.0,1.0,6.185735169382226,-5.965715800503836,,,
0.36,0.36,1.0,-2.6319910417109442,-0.11833296914710559,-1.882544396048404,-0.0696761267335521,0.2067354511737843,-0.022289164635508625,3.238109469787438,0.21929686789547856,1.0,0.0,7.665449015723324,250.7096486184378,1199.3506343828033,47.43752217239585,-3.077238132239563,-3.280594364626968,1.0,1198.7531565792299,0.0,1.0,46.94177063539463,1211.7460927992583,1.0,1.0,-0.8267042102772528,28.47544764356769,-3.7863426396308375,-38.40548311805603,1.0,1199.0023693153696,0.0,1.0,6.185735169382226,-5.965715800503836,,,
